y1_statefips,y2_statefips,y2_state,y2_state_name,n1,n2,AGI,year
32,12,FL,FLORIDA,3368,5336,81629,2011
32,53,WA,WASHINGTON,2258,4403,110598,2011
32,49,UT,UTAH,2174,5070,102007,2011
32,8,CO,COLORADO,1725,3327,77962,2011
32,41,OR,OREGON,1576,2963,67568,2011
32,17,IL,ILLINOIS,1238,2146,106919,2011
32,36,NY,NEW YORK,1156,1850,54982,2011
32,57,FR,Foreign,1114,2127,59201,2011
32,16,ID,IDAHO,990,2113,46106,2011
32,26,MI,MICHIGAN,924,1605,35508,2011
32,13,GA,GEORGIA,842,1530,41212,2011
32,15,HI,HAWAII,819,1536,35269,2011
32,39,OH,OHIO,800,1470,36370,2011
32,51,VA,VIRGINIA,781,1533,41016,2011
32,37,NC,NORTH CAROLINA,713,1348,32456,2011
32,35,NM,NEW MEXICO,687,1482,32722,2011
32,42,PA,PENNSYLVANIA,661,1181,32369,2011
32,29,MO,MISSOURI,576,1036,25443,2011
32,47,TN,TENNESSEE,526,963,22988,2011
32,40,OK,OKLAHOMA,522,1076,33795,2011
32,27,MN,MINNESOTA,499,871,22712,2011
32,18,IN,INDIANA,463,869,19067,2011
32,55,WI,WISCONSIN,453,803,34207,2011
32,34,NJ,NEW JERSEY,450,804,22231,2011
32,30,MT,MONTANA,422,796,20974,2011
32,24,MD,MARYLAND,417,750,21343,2011
32,25,MA,MASSACHUSETTS,375,629,20397,2011
32,20,KS,KANSAS,374,733,11078,2011
32,22,LA,LOUISIANA,371,635,14416,2011
32,56,WY,WYOMING,332,686,13814,2011
32,2,AK,ALASKA,317,557,13246,2011
32,45,SC,SOUTH CAROLINA,306,592,15571,2011
32,5,AR,ARKANSAS,278,576,9985,2011
32,31,NE,NEBRASKA,271,548,26505,2011
32,19,IA,IOWA,254,478,8320,2011
32,38,ND,NORTH DAKOTA,240,477,10712,2011
32,1,AL,ALABAMA,236,464,12379,2011
32,21,KY,KENTUCKY,227,429,10369,2011
32,46,SD,SOUTH DAKOTA,217,371,9673,2011
32,9,CT,CONNECTICUT,178,296,3540,2011
32,28,MS,MISSISSIPPI,176,315,5973,2011
32,11,DC,DISTRICT OF COLUMBIA,97,141,4493,2011
32,33,NH,NEW HAMPSHIRE,92,170,8273,2011
32,54,WV,WEST VIRGINIA,83,156,4180,2011
32,23,ME,MAINE,74,132,3020,2011
32,44,RI,RHODE ISLAND,65,120,3004,2011
32,10,DE,DELAWARE,52,91,1996,2011
32,50,VT,VERMONT,37,56,1300,2011
33,96,NH,NH Total Migration US and Foreign,22413,36951,1346890,2011
33,97,NH,NH Total Migration US,21955,36137,1323140,2011
33,98,NH,NH Total Migration Foreign,458,814,23751,2011
33,33,NH,NH Non-migrants,518129,1073956,37925226,2011
33,25,MA,MASSACHUSETTS,6121,9624,436693,2011
33,12,FL,FLORIDA,2556,4161,172343,2011
33,23,ME,MAINE,1996,3307,88756,2011
33,50,VT,VERMONT,1296,2163,46732,2011
33,36,NY,NEW YORK,972,1480,52744,2011
33,6,CA,CALIFORNIA,908,1444,60903,2011
33,48,TX,TEXAS,885,1480,48212,2011
33,37,NC,NORTH CAROLINA,665,1270,40787,2011
33,51,VA,VIRGINIA,508,957,29319,2011
33,9,CT,CONNECTICUT,501,812,67928,2011
33,57,FR,Foreign,458,814,23751,2011
33,42,PA,PENNSYLVANIA,404,746,23068,2011
33,13,GA,GEORGIA,377,624,17021,2011
33,45,SC,SOUTH CAROLINA,348,665,21689,2011
33,8,CO,COLORADO,320,508,15208,2011
33,4,AZ,ARIZONA,316,580,16748,2011
33,53,WA,WASHINGTON,315,459,13417,2011
33,34,NJ,NEW JERSEY,283,471,14196,2011
33,44,RI,RHODE ISLAND,273,434,12501,2011
33,24,MD,MARYLAND,235,378,11534,2011
33,39,OH,OHIO,233,442,13975,2011
33,47,TN,TENNESSEE,208,345,9841,2011
33,17,IL,ILLINOIS,191,321,11519,2011
33,26,MI,MICHIGAN,166,298,8848,2011
33,32,NV,NEVADA,135,211,7574,2011
33,41,OR,OREGON,110,169,5914,2011
33,29,MO,MISSOURI,102,204,5569,2011
33,49,UT,UTAH,99,190,6758,2011
33,15,HI,HAWAII,96,158,5286,2011
33,18,IN,INDIANA,92,161,4067,2011
33,11,DC,DISTRICT OF COLUMBIA,87,105,6070,2011
33,27,MN,MINNESOTA,86,167,4643,2011
33,19,IA,IOWA,85,133,6611,2011
33,21,KY,KENTUCKY,82,154,2989,2011
33,55,WI,WISCONSIN,79,138,4824,2011
33,1,AL,ALABAMA,78,141,3898,2011
33,2,AK,ALASKA,76,102,3176,2011
33,35,NM,NEW MEXICO,73,110,3552,2011
33,40,OK,OKLAHOMA,71,153,2738,2011
33,20,KS,KANSAS,67,123,4459,2011
33,30,MT,MONTANA,65,92,2378,2011
33,22,LA,LOUISIANA,57,82,1826,2011
33,16,ID,IDAHO,47,83,-7769,2011
33,28,MS,MISSISSIPPI,44,83,1976,2011
33,54,WV,WEST VIRGINIA,42,71,2141,2011
33,56,WY,WYOMING,40,62,1430,2011
33,10,DE,DELAWARE,40,66,2138,2011
33,5,AR,ARKANSAS,39,79,2971,2011
33,31,NE,NEBRASKA,38,63,2063,2011
33,46,SD,SOUTH DAKOTA,33,38,1330,2011
33,38,ND,NORTH DAKOTA,15,30,544,2011
34,96,NJ,NJ Total Migration US and Foreign,112077,196355,8244963,2011
34,97,NJ,NJ Total Migration US,107415,187592,7863770,2011
34,98,NJ,NJ Total Migration Foreign,4662,8763,381193,2011
34,34,NJ,NJ Non-migrants,3315529,7259031,283388695,2011
34,36,NY,NEW YORK,25516,40388,2069958,2011
34,42,PA,PENNSYLVANIA,15907,27464,957100,2011
34,12,FL,FLORIDA,14835,26252,1172987,2011
34,6,CA,CALIFORNIA,5777,10275,491073,2011
34,48,TX,TEXAS,4867,8888,334833,2011
34,57,FR,Foreign,4662,8763,381193,2011
34,37,NC,NORTH CAROLINA,4444,8842,272288,2011
34,51,VA,VIRGINIA,3738,6914,225097,2011
34,24,MD,MARYLAND,3252,5769,218852,2011
34,13,GA,GEORGIA,3213,6097,170435,2011
34,25,MA,MASSACHUSETTS,2817,4766,232922,2011
34,45,SC,SOUTH CAROLINA,2117,3963,160699,2011
34,9,CT,CONNECTICUT,2072,3650,181547,2011
34,10,DE,DELAWARE,1931,3439,126773,2011
34,17,IL,ILLINOIS,1841,3349,148876,2011
34,39,OH,OHIO,1320,2642,87579,2011
34,4,AZ,ARIZONA,1249,2282,103911,2011
34,8,CO,COLORADO,1077,1831,109789,2011
34,26,MI,MICHIGAN,908,1703,64207,2011
34,53,WA,WASHINGTON,899,1624,71854,2011
34,47,TN,TENNESSEE,866,1771,51825,2011
34,32,NV,NEVADA,646,1031,44090,2011
34,18,IN,INDIANA,567,1126,46001,2011
34,11,DC,DISTRICT OF COLUMBIA,526,653,29257,2011
34,29,MO,MISSOURI,493,894,42676,2011
34,27,MN,MINNESOTA,455,879,32511,2011
34,33,NH,NEW HAMPSHIRE,425,759,37253,2011
34,1,AL,ALABAMA,417,811,20986,2011
34,44,RI,RHODE ISLAND,415,679,24609,2011
34,22,LA,LOUISIANA,378,663,21751,2011
34,21,KY,KENTUCKY,352,669,19106,2011
34,55,WI,WISCONSIN,345,629,28875,2011
34,23,ME,MAINE,341,608,32321,2011
34,41,OR,OREGON,331,580,27077,2011
34,15,HI,HAWAII,311,559,17521,2011
34,20,KS,KANSAS,288,569,16496,2011
34,49,UT,UTAH,266,587,27135,2011
34,54,WV,WEST VIRGINIA,265,504,12786,2011
34,50,VT,VERMONT,255,381,21623,2011
34,40,OK,OKLAHOMA,247,467,13787,2011
34,35,NM,NEW MEXICO,218,392,15245,2011
34,5,AR,ARKANSAS,202,392,15821,2011
34,19,IA,IOWA,182,342,11016,2011
34,28,MS,MISSISSIPPI,171,304,8091,2011
34,2,AK,ALASKA,132,258,7651,2011
34,31,NE,NEBRASKA,124,221,5498,2011
34,16,ID,IDAHO,97,195,6189,2011
34,30,MT,MONTANA,94,163,5968,2011
34,46,SD,SOUTH DAKOTA,86,144,3501,2011
34,56,WY,WYOMING,72,106,13289,2011
34,38,ND,NORTH DAKOTA,68,118,3037,2011
35,96,NM,NM Total Migration US and Foreign,32617,65435,1492308,2011
35,97,NM,NM Total Migration US,31824,63739,1455812,2011
35,98,NM,NM Total Migration Foreign,793,1696,36496,2011
35,35,NM,NM Non-migrants,708371,1547279,36655792,2011
35,48,TX,TEXAS,7292,15824,326062,2011
35,4,AZ,ARIZONA,3885,8505,150588,2011
35,6,CA,CALIFORNIA,3149,5736,149452,2011
35,8,CO,COLORADO,2899,5670,137754,2011
35,12,FL,FLORIDA,1659,3064,76012,2011
35,53,WA,WASHINGTON,844,1583,43033,2011
35,57,FR,Foreign,793,1696,36496,2011
35,32,NV,NEVADA,732,1368,33676,2011
35,40,OK,OKLAHOMA,709,1508,31120,2011
35,51,VA,VIRGINIA,591,1228,37481,2011
35,41,OR,OREGON,584,1056,26763,2011
35,13,GA,GEORGIA,547,993,22584,2011
35,49,UT,UTAH,539,1242,27170,2011
35,36,NY,NEW YORK,507,780,24383,2011
35,37,NC,NORTH CAROLINA,495,957,23558,2011
35,17,IL,ILLINOIS,473,847,23296,2011
35,39,OH,OHIO,413,765,19078,2011
35,20,KS,KANSAS,379,825,11526,2011
35,29,MO,MISSOURI,361,708,14616,2011
35,26,MI,MICHIGAN,353,639,14337,2011
35,42,PA,PENNSYLVANIA,346,649,16287,2011
35,47,TN,TENNESSEE,314,619,17086,2011
35,24,MD,MARYLAND,299,594,17108,2011
35,18,IN,INDIANA,255,439,9626,2011
35,55,WI,WISCONSIN,248,460,10358,2011
35,22,LA,LOUISIANA,247,440,11237,2011
35,27,MN,MINNESOTA,246,452,19190,2011
35,25,MA,MASSACHUSETTS,238,374,12251,2011
35,45,SC,SOUTH CAROLINA,234,469,11479,2011
35,16,ID,IDAHO,229,502,10799,2011
35,2,AK,ALASKA,225,442,10317,2011
35,1,AL,ALABAMA,219,495,9985,2011
35,56,WY,WYOMING,215,433,10514,2011
35,5,AR,ARKANSAS,210,419,9212,2011
35,30,MT,MONTANA,207,387,10243,2011
35,15,HI,HAWAII,202,368,7500,2011
35,31,NE,NEBRASKA,193,418,7736,2011
35,21,KY,KENTUCKY,153,309,8367,2011
35,19,IA,IOWA,150,301,6482,2011
35,28,MS,MISSISSIPPI,137,284,5789,2011
35,46,SD,SOUTH DAKOTA,135,268,6082,2011
35,34,NJ,NEW JERSEY,126,226,5251,2011
35,38,ND,NORTH DAKOTA,114,282,6315,2011
35,9,CT,CONNECTICUT,103,181,5423,2011
35,33,NH,NEW HAMPSHIRE,84,142,4029,2011
35,54,WV,WEST VIRGINIA,66,111,2844,2011
35,23,ME,MAINE,63,115,4505,2011
35,11,DC,DISTRICT OF COLUMBIA,60,79,3100,2011
35,50,VT,VERMONT,33,62,1880,2011
35,44,RI,RHODE ISLAND,31,63,949,2011
35,10,DE,DELAWARE,31,58,1379,2011
36,96,NY,NY Total Migration US and Foreign,220982,375701,14748239,2011
36,97,NY,NY Total Migration US,209490,356801,13754441,2011
36,98,NY,NY Total Migration Foreign,11492,18900,993799,2011
36,36,NY,NY Non-migrants,7286027,14998711,577612365,2011
36,12,FL,FLORIDA,33519,56541,2143574,2011
36,34,NJ,NEW JERSEY,30974,53445,2332422,2011
36,6,CA,CALIFORNIA,16661,24614,1442751,2011
36,42,PA,PENNSYLVANIA,15880,28224,775924,2011
36,57,FR,Foreign,11492,18900,993799,2011
36,9,CT,CONNECTICUT,10633,18678,1186493,2011
36,48,TX,TEXAS,10400,18107,661549,2011
36,37,NC,NORTH CAROLINA,10233,19162,488183,2011
36,25,MA,MASSACHUSETTS,8673,13004,579143,2011
36,51,VA,VIRGINIA,7645,13434,400684,2011
36,13,GA,GEORGIA,7598,14333,321641,2011
36,24,MD,MARYLAND,5177,8712,311704,2011
36,17,IL,ILLINOIS,4516,6965,355452,2011
36,45,SC,SOUTH CAROLINA,4138,7800,226849,2011
36,39,OH,OHIO,3568,6441,195945,2011
36,4,AZ,ARIZONA,2903,4941,162161,2011
36,26,MI,MICHIGAN,2844,4819,136332,2011
36,8,CO,COLORADO,2783,4489,197894,2011
36,53,WA,WASHINGTON,2642,4368,219238,2011
36,47,TN,TENNESSEE,2340,4221,123495,2011
36,11,DC,DISTRICT OF COLUMBIA,1803,2260,138797,2011
36,32,NV,NEVADA,1659,2602,117534,2011
36,18,IN,INDIANA,1437,2680,71246,2011
36,50,VT,VERMONT,1409,2156,69520,2011
36,44,RI,RHODE ISLAND,1274,2077,63175,2011
36,33,NH,NEW HAMPSHIRE,1249,2008,103085,2011
36,29,MO,MISSOURI,1245,2259,64592,2011
36,27,MN,MINNESOTA,1221,2035,79368,2011
36,41,OR,OREGON,1219,1771,64914,2011
36,10,DE,DELAWARE,1175,1956,64670,2011
36,1,AL,ALABAMA,1175,2350,47715,2011
36,22,LA,LOUISIANA,1170,1950,53389,2011
36,21,KY,KENTUCKY,1024,1982,53669,2011
36,55,WI,WISCONSIN,1021,1742,52899,2011
36,23,ME,MAINE,965,1532,70916,2011
36,15,HI,HAWAII,803,1429,56120,2011
36,40,OK,OKLAHOMA,776,1437,30902,2011
36,49,UT,UTAH,686,1285,44197,2011
36,20,KS,KANSAS,686,1432,34246,2011
36,35,NM,NEW MEXICO,587,945,34981,2011
36,28,MS,MISSISSIPPI,495,931,28260,2011
36,19,IA,IOWA,487,837,22225,2011
36,5,AR,ARKANSAS,465,919,24107,2011
36,54,WV,WEST VIRGINIA,440,809,21608,2011
36,2,AK,ALASKA,438,696,16627,2011
36,31,NE,NEBRASKA,331,577,12380,2011
36,30,MT,MONTANA,283,457,17606,2011
36,46,SD,SOUTH DAKOTA,258,378,9427,2011
36,56,WY,WYOMING,224,357,7899,2011
36,16,ID,IDAHO,205,377,9533,2011
36,38,ND,NORTH DAKOTA,153,277,7401,2011
37,96,NC,NC Total Migration US and Foreign,117792,234976,5419192,2011
37,97,NC,NC Total Migration US,114299,227201,5228442,2011
37,98,NC,NC Total Migration Foreign,3493,7775,190750,2011
37,37,NC,NC Non-migrants,3231903,7307116,187777461,2011
37,12,FL,FLORIDA,13906,26462,649088,2011
37,45,SC,SOUTH CAROLINA,12208,24688,595430,2011
37,51,VA,VIRGINIA,10956,22383,479172,2011
37,13,GA,GEORGIA,8050,15917,344375,2011
37,48,TX,TEXAS,7319,15547,351045,2011
37,36,NY,NEW YORK,6138,11041,250338,2011
37,6,CA,CALIFORNIA,6037,11868,308254,2011
37,47,TN,TENNESSEE,3887,8021,184256,2011
37,42,PA,PENNSYLVANIA,3849,7273,175466,2011
37,57,FR,Foreign,3493,7775,190750,2011
37,24,MD,MARYLAND,3300,6323,145097,2011
37,39,OH,OHIO,3286,6547,164276,2011
37,34,NJ,NEW JERSEY,2473,4648,115201,2011
37,17,IL,ILLINOIS,2235,4354,120963,2011
37,26,MI,MICHIGAN,2203,4326,87385,2011
37,8,CO,COLORADO,1967,3914,111684,2011
37,25,MA,MASSACHUSETTS,1786,3094,84329,2011
37,53,WA,WASHINGTON,1693,3457,77440,2011
37,4,AZ,ARIZONA,1679,3457,79787,2011
37,1,AL,ALABAMA,1603,3542,70304,2011
37,18,IN,INDIANA,1417,2990,63797,2011
37,21,KY,KENTUCKY,1374,2956,58178,2011
37,22,LA,LOUISIANA,1294,2984,49223,2011
37,54,WV,WEST VIRGINIA,1214,2469,41468,2011
37,29,MO,MISSOURI,1181,2479,52100,2011
37,9,CT,CONNECTICUT,994,1860,46669,2011
37,55,WI,WISCONSIN,867,1728,42918,2011
37,40,OK,OKLAHOMA,836,1877,31960,2011
37,27,MN,MINNESOTA,727,1398,40267,2011
37,28,MS,MISSISSIPPI,720,1485,26835,2011
37,15,HI,HAWAII,716,1676,26704,2011
37,11,DC,DISTRICT OF COLUMBIA,712,1003,30814,2011
37,20,KS,KANSAS,708,1600,31917,2011
37,32,NV,NEVADA,692,1241,28912,2011
37,41,OR,OREGON,691,1246,32996,2011
37,5,AR,ARKANSAS,579,1265,22987,2011
37,2,AK,ALASKA,528,1177,18116,2011
37,19,IA,IOWA,507,1077,26251,2011
37,49,UT,UTAH,444,1046,22010,2011
37,35,NM,NEW MEXICO,422,833,16762,2011
37,23,ME,MAINE,422,804,16735,2011
37,33,NH,NEW HAMPSHIRE,417,745,16808,2011
37,10,DE,DELAWARE,403,758,14918,2011
37,44,RI,RHODE ISLAND,312,575,12519,2011
37,31,NE,NEBRASKA,275,578,11185,2011
37,16,ID,IDAHO,253,573,11858,2011
37,30,MT,MONTANA,252,447,9401,2011
37,50,VT,VERMONT,219,410,10300,2011
37,56,WY,WYOMING,192,360,7591,2011
37,46,SD,SOUTH DAKOTA,183,347,6584,2011
37,38,ND,NORTH DAKOTA,173,352,5768,2011
38,96,ND,ND Total Migration US and Foreign,12177,21866,586417,2011
38,97,ND,ND Total Migration US,11840,21227,573768,2011
38,98,ND,ND Total Migration Foreign,337,639,12649,2011
38,38,ND,ND Non-migrants,257259,539483,18549095,2011
38,27,MN,MINNESOTA,3442,5618,143203,2011
38,48,TX,TEXAS,713,1287,33494,2011
38,46,SD,SOUTH DAKOTA,709,1328,34928,2011
38,30,MT,MONTANA,603,1246,29458,2011
38,8,CO,COLORADO,544,949,33845,2011
38,4,AZ,ARIZONA,513,909,30332,2011
38,6,CA,CALIFORNIA,467,830,19670,2011
38,12,FL,FLORIDA,438,727,25287,2011
38,57,FR,Foreign,337,639,12649,2011
38,53,WA,WASHINGTON,318,568,38970,2011
38,55,WI,WISCONSIN,268,471,11656,2011
38,26,MI,MICHIGAN,224,413,9515,2011
38,56,WY,WYOMING,202,418,11271,2011
38,19,IA,IOWA,201,400,8774,2011
38,13,GA,GEORGIA,198,324,8253,2011
38,32,NV,NEVADA,172,340,7173,2011
38,17,IL,ILLINOIS,167,290,8108,2011
38,16,ID,IDAHO,159,364,8218,2011
38,41,OR,OREGON,150,270,6640,2011
38,39,OH,OHIO,146,274,5402,2011
38,51,VA,VIRGINIA,141,279,6906,2011
38,31,NE,NEBRASKA,137,275,5391,2011
38,29,MO,MISSOURI,136,263,5296,2011
38,40,OK,OKLAHOMA,134,272,7742,2011
38,20,KS,KANSAS,125,247,6216,2011
38,42,PA,PENNSYLVANIA,121,230,5307,2011
38,36,NY,NEW YORK,121,196,4319,2011
38,37,NC,NORTH CAROLINA,119,226,5326,2011
38,49,UT,UTAH,111,252,5236,2011
38,47,TN,TENNESSEE,101,189,4469,2011
38,18,IN,INDIANA,91,153,3822,2011
38,2,AK,ALASKA,88,178,3391,2011
38,22,LA,LOUISIANA,80,180,5221,2011
38,45,SC,SOUTH CAROLINA,77,125,3425,2011
38,35,NM,NEW MEXICO,65,143,3257,2011
38,5,AR,ARKANSAS,64,119,3013,2011
38,25,MA,MASSACHUSETTS,62,100,1953,2011
38,1,AL,ALABAMA,58,108,2631,2011
38,24,MD,MARYLAND,52,85,2364,2011
38,28,MS,MISSISSIPPI,45,84,2146,2011
38,34,NJ,NEW JERSEY,44,80,1612,2011
38,21,KY,KENTUCKY,43,84,1765,2011
38,33,NH,NEW HAMPSHIRE,36,50,1381,2011
38,9,CT,CONNECTICUT,33,48,1414,2011
38,15,HI,HAWAII,31,72,1247,2011
38,54,WV,WEST VIRGINIA,28,61,1471,2011
38,23,ME,MAINE,21,32,1903,2011
38,10,DE,DELAWARE,17,34,561,2011
38,50,VT,VERMONT,12,15,377,2011
38,11,DC,DISTRICT OF COLUMBIA,8,9,298,2011
38,44,RI,RHODE ISLAND,5,12,109,2011
39,96,OH,OH Total Migration US and Foreign,97891,178085,5314370,2011
39,97,OH,OH Total Migration US,95669,173725,5180808,2011
39,98,OH,OH Total Migration Foreign,2222,4360,133562,2011
39,39,OH,OH Non-migrants,4313539,9049415,250021075,2011
39,12,FL,FLORIDA,13203,23025,896031,2011
39,21,KY,KENTUCKY,6405,11885,296738,2011
39,48,TX,TEXAS,6178,11612,325662,2011
39,26,MI,MICHIGAN,5548,10496,267874,2011
39,6,CA,CALIFORNIA,5146,8651,291064,2011
39,18,IN,INDIANA,4703,8880,214187,2011
39,42,PA,PENNSYLVANIA,4688,8292,225768,2011
39,37,NC,NORTH CAROLINA,4558,8691,247607,2011
39,13,GA,GEORGIA,4033,7533,189220,2011
39,17,IL,ILLINOIS,3688,6112,229645,2011
39,36,NY,NEW YORK,3225,5252,164353,2011
39,51,VA,VIRGINIA,3160,5992,173050,2011
39,47,TN,TENNESSEE,2963,5633,150114,2011
39,54,WV,WEST VIRGINIA,2890,5537,91580,2011
39,45,SC,SOUTH CAROLINA,2485,4878,141335,2011
39,4,AZ,ARIZONA,2373,4271,124094,2011
39,57,FR,Foreign,2222,4360,133562,2011
39,8,CO,COLORADO,1961,3334,111495,2011
39,24,MD,MARYLAND,1538,2650,83596,2011
39,53,WA,WASHINGTON,1345,2421,73293,2011
39,25,MA,MASSACHUSETTS,1138,1921,103365,2011
39,29,MO,MISSOURI,1118,2159,54823,2011
39,34,NJ,NEW JERSEY,1097,2032,73684,2011
39,1,AL,ALABAMA,1031,2036,41821,2011
39,32,NV,NEVADA,957,1607,45366,2011
39,55,WI,WISCONSIN,940,1753,53718,2011
39,27,MN,MINNESOTA,835,1616,53117,2011
39,22,LA,LOUISIANA,705,1327,30489,2011
39,41,OR,OREGON,638,1060,31492,2011
39,40,OK,OKLAHOMA,575,1123,24494,2011
39,20,KS,KANSAS,572,1129,25530,2011
39,28,MS,MISSISSIPPI,538,962,25537,2011
39,9,CT,CONNECTICUT,499,899,69263,2011
39,5,AR,ARKANSAS,466,954,25777,2011
39,19,IA,IOWA,429,879,25661,2011
39,49,UT,UTAH,406,824,22924,2011
39,35,NM,NEW MEXICO,400,733,20864,2011
39,11,DC,DISTRICT OF COLUMBIA,395,494,18159,2011
39,15,HI,HAWAII,344,630,12791,2011
39,31,NE,NEBRASKA,281,557,13043,2011
39,2,AK,ALASKA,281,471,8797,2011
39,33,NH,NEW HAMPSHIRE,224,375,13229,2011
39,30,MT,MONTANA,218,378,8663,2011
39,16,ID,IDAHO,213,459,13179,2011
39,23,ME,MAINE,210,371,17823,2011
39,10,DE,DELAWARE,206,364,10745,2011
39,46,SD,SOUTH DAKOTA,203,369,9321,2011
39,56,WY,WYOMING,201,303,7440,2011
39,38,ND,NORTH DAKOTA,173,335,6321,2011
39,44,RI,RHODE ISLAND,165,263,8062,2011
39,50,VT,VERMONT,121,197,8602,2011
40,96,OK,OK Total Migration US and Foreign,41083,83791,1811963,2011
40,97,OK,OK Total Migration US,40068,81604,1765536,2011
40,98,OK,OK Total Migration Foreign,1015,2187,46427,2011
40,40,OK,OK Non-migrants,1211375,2744997,73606908,2011
40,48,TX,TEXAS,10628,21692,531384,2011
40,5,AR,ARKANSAS,2713,5777,96328,2011
40,6,CA,CALIFORNIA,2573,4945,85122,2011
40,20,KS,KANSAS,2275,4820,84793,2011
40,12,FL,FLORIDA,2094,3861,98863,2011
40,29,MO,MISSOURI,1861,3754,68127,2011
40,8,CO,COLORADO,1576,3216,85153,2011
40,13,GA,GEORGIA,1025,2072,45119,2011
40,57,FR,Foreign,1015,2187,46427,2011
40,4,AZ,ARIZONA,987,2088,44177,2011
40,53,WA,WASHINGTON,840,1746,34389,2011
40,37,NC,NORTH CAROLINA,807,1779,35584,2011
40,17,IL,ILLINOIS,797,1544,35622,2011
40,47,TN,TENNESSEE,757,1552,30756,2011
40,51,VA,VIRGINIA,691,1506,33510,2011
40,36,NY,NEW YORK,679,1306,23472,2011
40,22,LA,LOUISIANA,624,1277,24040,2011
40,39,OH,OHIO,613,1185,26530,2011
40,35,NM,NEW MEXICO,558,1134,26397,2011
40,26,MI,MICHIGAN,503,975,16419,2011
40,32,NV,NEVADA,480,945,26954,2011
40,42,PA,PENNSYLVANIA,472,952,24824,2011
40,1,AL,ALABAMA,444,989,28273,2011
40,18,IN,INDIANA,442,902,17245,2011
40,41,OR,OREGON,392,709,13535,2011
40,45,SC,SOUTH CAROLINA,365,744,15469,2011
40,21,KY,KENTUCKY,357,783,14233,2011
40,31,NE,NEBRASKA,356,809,16736,2011
40,27,MN,MINNESOTA,324,668,14178,2011
40,24,MD,MARYLAND,316,634,14773,2011
40,19,IA,IOWA,315,629,11143,2011
40,55,WI,WISCONSIN,304,620,14016,2011
40,49,UT,UTAH,295,756,13975,2011
40,2,AK,ALASKA,290,632,12518,2011
40,28,MS,MISSISSIPPI,282,594,10457,2011
40,15,HI,HAWAII,239,603,11053,2011
40,34,NJ,NEW JERSEY,236,432,7541,2011
40,56,WY,WYOMING,203,379,9224,2011
40,16,ID,IDAHO,188,407,8193,2011
40,25,MA,MASSACHUSETTS,185,297,8366,2011
40,38,ND,NORTH DAKOTA,175,358,8670,2011
40,46,SD,SOUTH DAKOTA,157,307,6467,2011
40,30,MT,MONTANA,149,312,6804,2011
40,9,CT,CONNECTICUT,112,199,6629,2011
40,54,WV,WEST VIRGINIA,92,178,5784,2011
40,11,DC,DISTRICT OF COLUMBIA,71,102,3615,2011
40,33,NH,NEW HAMPSHIRE,62,139,2834,2011
40,10,DE,DELAWARE,60,110,2424,2011
40,23,ME,MAINE,56,109,2083,2011
40,44,RI,RHODE ISLAND,27,43,975,2011
40,50,VT,VERMONT,21,34,757,2011
41,96,OR,OR Total Migration US and Foreign,49580,91282,2389153,2011
41,97,OR,OR Total Migration US,48458,89160,2309498,2011
41,98,OR,OR Total Migration Foreign,1122,2122,79654,2011
41,41,OR,OR Non-migrants,1354341,2908142,80869357,2011
41,53,WA,WASHINGTON,11902,22977,579181,2011
41,6,CA,CALIFORNIA,9747,17289,461174,2011
41,4,AZ,ARIZONA,2824,5241,160287,2011
41,48,TX,TEXAS,2251,4268,98722,2011
41,16,ID,IDAHO,2153,4542,84832,2011
41,8,CO,COLORADO,1603,2859,106081,2011
41,32,NV,NEVADA,1508,2760,69145,2011
41,12,FL,FLORIDA,1482,2495,76620,2011
41,57,FR,Foreign,1122,2122,79654,2011
41,36,NY,NEW YORK,955,1342,45960,2011
41,49,UT,UTAH,885,1778,40291,2011
41,30,MT,MONTANA,809,1459,27916,2011
41,2,AK,ALASKA,797,1356,31067,2011
41,15,HI,HAWAII,785,1396,30296,2011
41,17,IL,ILLINOIS,673,1146,37156,2011
41,37,NC,NORTH CAROLINA,635,1203,36026,2011
41,13,GA,GEORGIA,551,1023,22252,2011
41,51,VA,VIRGINIA,521,949,26577,2011
41,27,MN,MINNESOTA,483,846,21934,2011
41,26,MI,MICHIGAN,469,801,18910,2011
41,25,MA,MASSACHUSETTS,452,734,26831,2011
41,42,PA,PENNSYLVANIA,437,733,23194,2011
41,35,NM,NEW MEXICO,416,738,32887,2011
41,39,OH,OHIO,414,730,18434,2011
41,47,TN,TENNESSEE,412,746,16832,2011
41,29,MO,MISSOURI,396,804,14275,2011
41,55,WI,WISCONSIN,379,650,17867,2011
41,40,OK,OKLAHOMA,350,716,12081,2011
41,56,WY,WYOMING,326,640,12365,2011
41,38,ND,NORTH DAKOTA,305,588,11060,2011
41,24,MD,MARYLAND,291,538,14592,2011
41,18,IN,INDIANA,291,554,13191,2011
41,20,KS,KANSAS,279,513,10096,2011
41,22,LA,LOUISIANA,271,451,9569,2011
41,19,IA,IOWA,256,505,9859,2011
41,45,SC,SOUTH CAROLINA,220,389,10085,2011
41,21,KY,KENTUCKY,213,396,9923,2011
41,34,NJ,NEW JERSEY,210,378,9847,2011
41,31,NE,NEBRASKA,205,391,6875,2011
41,5,AR,ARKANSAS,182,364,5998,2011
41,9,CT,CONNECTICUT,151,257,6118,2011
41,46,SD,SOUTH DAKOTA,140,288,6706,2011
41,11,DC,DISTRICT OF COLUMBIA,128,145,6283,2011
41,23,ME,MAINE,124,207,7029,2011
