source,target
82702,66606
82702,158769
11510,66606
11510,158769
66606,158769
8851,16303
8851,66586
16303,66586
20156,8851
4347,8851
4299,8851
37625,78729
14639,78729
4756,15152
4756,16940
4756,78729
15152,16940
15152,78729
16940,78729
33829,78729
1164,78729
7570,130231
7570,10739
7570,78729
130231,10739
130231,78729
10739,78729
131,78729
107515,78729
60034,78729
11370,84914
11370,1483
84914,1483
61011,1483
1352367,1483
1487,1490
1487,76143
1487,1483
1490,76143
1490,1483
76143,1483
190,1461
14701,1461
6449,1461
2161106,2161107
2161106,2161104
2161106,1461
2161107,2161104
2161107,1461
2161104,1461
19665,65314
24366,20030
24366,27643
24366,65314
20030,27643
20030,65314
27643,65314
5309,65
5309,3672
65,3672
5309,138411
5414,5309
5414,39
5309,39
34546,5309
7063,5309
47646,5309
1348683,1261112
1348683,1782038
1348683,5309
1261112,1782038
1261112,5309
1782038,5309
134667,118426
134667,5309
118426,5309
11279,5309
80860,5309
116,66441
116,10882
116,5309
66441,10882
66441,5309
10882,5309
34398,1599422
78798,70615
34398,70615
2048,90609
2048,87003
2048,34398
90609,87003
90609,34398
87003,34398
7904,57446
90654,57446
1060565,84932
1060565,57446
84932,57446
1130439,1130441
517,227
49735,95136
49735,227
95136,227
3223,227
74568,227
16828,227
103,227
820,1116282
1100,2713
1100,820
2713,820
17628,2209854
2978,17628
11090,17628
39995,17628
18793,17628
13472,13922
102860,1748905
102860,13472
1748905,13472
1137209,13472
69500,13472
7470,1213611
7470,13472
1213611,13472
2040755,13472
57756,13472
67273,29408
67273,87255
67273,13472
29408,87255
29408,13472
87255,13472
1298360,174838
1298360,14
174838,14
1230,14
20493,14
16377,103436
16377,103437
16377,15903
103436,103437
103436,15903
103437,15903
10594,24594
24594,15903
521,1062
521,1063
1062,1063
521,1058
1058,1063
175462,1239621
175462,553520
175462,1063
1239621,553520
1239621,1063
553520,1063
582851,56128
582851,5620
56128,5620
12852,1623255
100614,1215055
100614,28410
100614,12852
1215055,28410
1215055,12852
28410,12852
77624,1178637
77624,83272
77624,12852
1178637,83272
1178637,12852
83272,12852
205474,1502483
205474,935
1502483,935
111402,1160651
1160640,111402
191275,111402
1160641,111402
62644,111402
81487,2591057
81487,139564
2591057,139564
81487,81488
17835,55398
17835,39189
17835,81487
55398,39189
55398,81487
39189,81487
10850,12052
3223,12052
104779,12052
74568,12052
16828,12052
103,12052
110001,54421
82702,54421
18793,54421
11510,54421
227035,93841
227035,181452
93841,181452
122528,70673
122528,64384
122528,1071306
122528,143190
1071306,143190
122528,1139708
122528,937835
1139708,937835
122528,103127
122528,1329897
103127,1329897
122528,229302
122528,26756
18897,122528
15111,122528
111403,111404
1160640,111404
191275,111404
1160641,111404
18015,22411
22411,22410
22412,18015
22412,22410
1232357,22410
2209240,141289
2426776,141289
1230,532942
1230,76141
532942,76141
1230,13525
1230,2106740
46393,1230
58198,1230
5621,1230
5620,1230
9979,1230
9789,1230
6449,1230
7124,4070
7124,7125
4070,7125
854,4070
854,7683
4070,7683
1532776,738
1532776,4070
738,4070
36897,1346871
36897,4070
1346871,4070
1250,1348932
207067,10699
207067,1250
10699,1250
1198488,59070
1198488,1250
59070,1250
2209240,80892
141289,80892
2426776,80892
19426,940219
19426,925500
940219,925500
4347,19426
99662,19426
82170,19426
172069,1267329
1215522,1267329
937,4973
937,10168
934,937
73421,937
935,937
37332,1227864
37332,199999
37332,937
1227864,199999
1227864,937
199999,937
11279,937
80860,937
115252,115251
115252,89784
115251,89784
16418,78798
16418,67778
16418,89784
78798,67778
78798,89784
67778,89784
13922,188238
13922,89784
188238,89784
82388,89784
7904,89784
973,49812
973,6638
973,26860
49812,6638
49812,26860
6638,26860
230680,26860
73357,26860
1702761,26860
2136046,26860
2135942,26860
1923,21345
1923,12094
1923,26860
21345,12094
21345,26860
12094,26860
109,1062
109,34521
1062,34521
1178795,34521
52601,34521
58965,206100
58965,122844
58965,34521
206100,122844
206100,34521
122844,34521
1547914,34521
1178795,15100
1178795,23680
15100,23680
15100,34521
23680,34521
4765,18345
4765,13446
18345,13446
5049,17787
1666,30428
1666,5049
30428,5049
136532,20049
136532,5049
20049,5049
10205,4139
10205,5048
10205,5049
4139,5048
4139,5049
5048,5049
578,10205
578,5048
578,5049
35862,65446
35862,5049
65446,5049
9188,47096
9188,5049
47096,5049
47654,1256731
47654,5049
1256731,5049
55983,5049
7908,5049
10980,5049
10989,5049
10990,5049
1333477,2256
1333477,570287
1333477,36190
2256,570287
2256,36190
570287,36190
33829,36190
1164,36190
22859,10823
22859,8261
10823,8261
76143,951198
76143,22859
951198,22859
1251730,89809
1251730,22859
89809,22859
22860,22859
1430,22859
1171675,22859
107602,22859
84678,22859
368,22859
7063,199522
2282,24589
2282,24590
24589,24590
115573,2282
115573,5658
2282,5658
2282,72305
24393,2282
55477,113697
55477,2282
113697,2282
16896,1213001
16896,12311
1213001,12311
16896,41406
16896,101908
41406,101908
13565,16896
13565,4786
16896,4786
16896,18588
1009,82860
1009,16896
82860,16896
2463363,16896
19429,16896
18897,16896
62410,16896
2231,77896
5726,77896
18291,9781
18291,21353
18291,77896
9781,21353
9781,77896
21353,77896
13565,12250
16896,12250
4786,12250
7624,19303
2293,7624
7626,7624
1245564,7624
26847,7624
514,7624
19769,7624
19429,7624
18897,7624
1341,7624
2144,141
2144,2505
2144,7624
141,2505
141,7624
2505,7624
44731,87172
44731,11449
44731,7624
87172,11449
87172,7624
11449,7624
83875,1836915
83875,7624
1836915,7624
28238,73457
28238,7624
73457,7624
2379811,2379813
2379811,7624
2379813,7624
587506,543505
587506,130640
587506,7624
543505,130640
543505,7624
130640,7624
3223,7624
74568,7624
16828,7624
10437,6352
70177,10367
70177,6352
10367,6352
67274,12207
67274,6352
12207,6352
9979,6352
9789,6352
6449,6352
10400,6352
1369100,1098600
1369100,142678
1369100,68703
1098600,142678
1098600,68703
142678,68703
21306,14435
14028,9070
14028,30003
9070,30003
64838,30290
64838,14028
30290,14028
176543,14028
1488806,14028
12219,475512
19292,475512
2017818,36925
2017818,2017819
36925,2017819
145327,121633
145327,40305
145327,36925
121633,40305
121633,36925
40305,36925
2372,2384667
2,290
2,2372
290,2372
130408,586505
130408,586506
130408,2372
586505,586506
586505,2372
586506,2372
15831,16418
15831,2372
16418,2372
19547,2372
50463,17183
50463,17832
17183,17832
50463,2539040
50463,7395
222054,26282
122750,109897
143406,109897
82388,109897
7904,109897
172069,9048
1215522,9048
15423,1219029
15423,141956
15423,9048
1219029,141956
1219029,9048
141956,9048
9045,1979
9045,5168
9045,9048
1979,5168
1979,9048
5168,9048
556097,1847836
556097,1869276
556097,39121
1847836,1869276
1847836,39121
1869276,39121
5628,230725
5628,39121
230725,39121
1088666,39121
1515687,39121
2525109,133944
2525109,147897
2525109,132305
133944,147897
133944,132305
147897,132305
561869,146750
561869,37260
146750,37260
14386,84932
14386,1214573
14386,561869
84932,1214573
84932,561869
1214573,561869
4173,16294
1038,16294
102429,16294
6159,16294
1256217,12219
9290,89799
9290,12219
89799,12219
15903,12219
32396,12219
2161106,12219
2161107,12219
2161104,12219
50095,109869
50095,1254995
50095,12219
109869,1254995
109869,12219
1254995,12219
74749,87919
74749,12219
87919,12219
96698,144289
96698,207295
96698,56101
144289,207295
144289,56101
207295,56101
34546,56101
7063,56101
47646,56101
40900,4935
40900,56101
4935,56101
290,31166
290,107398
31166,107398
290,5938
290,112641
5938,112641
290,9850
290,1255425
9850,1255425
24366,290
10168,9126
10168,290
9126,290
2750,290
10182,21399
10182,31839
10182,290
21399,31839
21399,290
31839,290
2963,16431
2963,16839
2963,7626
16431,16839
16431,7626
16839,7626
95486,228826
95486,1348516
228826,1348516
85930,95486
90388,95486
2426776,80894
138986,83463
33684,83463
62644,83463
32362,83463
36811,16866
292445,21457
292445,16866
21457,16866
54421,16866
53397,16866
62410,68557
62410,213438
68557,213438
62410,238896
62410,94972
238896,94972
62410,1366128
62410,88495
1366128,88495
62410,134704
62410,240177
62410,57250
240168,1836691
240168,62410
1836691,62410
115916,1608036
115916,238896
115916,62410
1608036,238896
1608036,62410
115916,554622
238896,554622
554622,62410
97338,1051846
97338,70690
97338,62410
1051846,70690
1051846,62410
70690,62410
119439,1437556
119439,115916
119439,62410
1437556,115916
1437556,62410
62414,26724
62414,62419
62414,62410
26724,62419
26724,62410
62419,62410
576408,26739
576408,62419
576408,62410
26739,62419
26739,62410
130394,62410
238888,62410
695,62410
1101342,1101343
1101342,1016349
1101342,1101349
1101343,1016349
1101343,1101349
1016349,1101349
89056,1101364
89056,1101343
89056,1101349
1101364,1101343
1101364,1101349
108661,1101349
214830,1101349
1070445,1101349
31309,26660
31309,105207
31309,97772
26660,105207
26660,97772
105207,97772
9066,97772
66776,97772
20156,97772
15531,97772
4169,57119
4169,27102
4169,82587
57119,27102
57119,82587
27102,82587
44796,82587
9780,82587
77896,82587
2636,1264
1077703,1264
4299,6844
40174,6844
109897,6844
8902,8253
8902,10606
8902,6844
8253,10606
8253,6844
10606,6844
6941,12073
6941,776
12073,776
1084537,776
2609280,776
8891,776
82702,776
11510,776
56323,776
56322,776
41091,776
37287,28745
1937,10412
1937,922
10412,922
1937,1410492
1937,60585
1410492,60585
1937,153783
349,689
349,8258
349,1937
689,8258
689,1937
8258,1937
65717,1937
10431,1937
12147,1937
9979,1937
9789,1937
6449,1937
72063,9088
72063,1937
9088,1937
176543,1937
1488806,1937
42705,973
42705,95023
973,95023
550552,973
10989,973
4391,973
1554375,4724
1554375,973
4724,973
121917,154382
121917,58962
154382,58962
546750,580240
546750,154382
580240,154382
2282,21818
24589,21818
24590,21818
2525463,19767
2525463,135651
19767,135651
975085,1719741
975085,1189929
1719741,1189929
19011,146687
146687,1189929
1839512,1595030
1839512,1189929
1595030,1189929
1396525,114454
1396525,1189929
114454,1189929
43975,157936
43975,9981
157936,9981
2090,43975
2090,157936
3636,4135
3636,8606
3636,157936
4135,8606
4135,157936
8606,157936
7470,69500
1213611,69500
59784,23680
15831,34982
15831,110799
15831,59784
34982,110799
34982,59784
110799,59784
12077,78798
78798,59784
15762,89042
15762,31162
15762,59784
89042,31162
89042,59784
31162,59784
1224238,1217885
1224238,59784
1217885,59784
26847,29908
26847,95732
29908,95732
15831,26847
23680,783
23680,26847
783,26847
53862,26847
16478,26847
160172,26847
3380,4800
3380,15417
4800,15417
16431,52300
16431,160266
16431,15417
52300,160266
52300,15417
160266,15417
55635,18643
55635,8229
55635,15417
18643,8229
18643,15417
8229,15417
6856,15417
11065,15417
15411,15417
5401,13567
5401,246
5401,15417
13567,246
13567,15417
246,15417
1747683,115863
1747683,1747685
115863,1747685
115863,1475610
1137579,1137580
1137579,1137581
1137579,115863
1137580,1137581
1137580,115863
1137581,115863
73985,115863
2228550,2228551
2228550,2228552
2228550,115863
2228551,2228552
2228551,115863
2228552,115863
113,115863
1116483,115863
17838,1220123
17838,1452045
17838,2441
1220123,1452045
1220123,2441
1452045,2441
116,2441
66441,2441
10882,2441
3063,1061561
3063,96861
1061561,96861
2188126,1061561
18023,8998
18023,1061561
8998,1061561
153458,37469
58319,20904
146307,20904
7166,20904
585,584
585,20904
584,20904
6774,42174
6774,20904
42174,20904
1208,30810
11181,30810
1387760,227308
1387760,132476
227308,132476
7046,8488
1102449,8488
4173,974
5049,974
10774,974
2165,7301
2165,883
7301,883
1733,2165
1733,884
2165,884
16327,30585
16327,2165
30585,2165
8891,2165
2231,2165
139,2165
2463,12149
2463,21278
12149,21278
834,12149
16523,12149
47629,1231402
47629,30433
47629,47933
1231402,30433
1231402,47933
30433,47933
131814,236135
131814,10158
236135,10158
131814,38901
131814,24759
38901,24759
131814,24594
131814,31071
131814,141
131814,1091581
9599,131814
5729,3150
5729,105207
5729,131814
3150,105207
3150,131814
105207,131814
21151,1466
21151,131814
1466,131814
7447,131814
15903,131814
1160651,111403
1160640,111403
191275,111403
1160641,111403
18517,232104
101831,232104
101831,1408695
1187022,1193442
1187022,101831
1193442,101831
74294,5741
74294,1091199
74294,101831
5741,1091199
5741,101831
1091199,101831
929955,1382100
929955,101831
1382100,101831
1187021,1058066
1187021,6395
1187021,101831
1058066,6395
1058066,101831
6395,101831
10774,173765
10774,59016
173765,59016
24682,10774
13919,51813
13919,821
51813,821
146964,1092208
121045,1675564
121045,146964
1675564,146964
975,175360
975,1110913
175360,1110913
975,1559929
10980,975
10989,975
10990,975
71252,108122
108122,108126
108122,107210
67273,1115257
67273,107210
1115257,107210
44999,67950
141317,28134
141317,44999
28134,44999
7172,44999
22859,44999
184306,44999
1228004,44999
85930,44999
90388,44999
107602,44999
592587,44999
107209,44999
72254,145871
72254,66147
145871,66147
72254,2445767
72254,1425961
2445767,1425961
543366,72254
7505,33004
7505,85358
33004,85358
9865,50967
9865,7505
50967,7505
21278,109255
21278,7505
109255,7505
14501,10978
14501,10168
14501,7505
10978,10168
10978,7505
10168,7505
990400,22137
990400,69697
990400,7505
22137,69697
22137,7505
69697,7505
550511,67615
550511,543940
550511,7505
67615,543940
67615,7505
543940,7505
536915,65360
536915,231713
65360,231713
67273,71252
67273,108126
71252,1400899
71252,220903
108120,71252
108120,108126
567196,71252
567196,39624
71252,39624
1116912,71252
2585,71252
23958,368
23958,4787
368,4787
19274,21200
19274,368
21200,368
13604,143470
13604,213335
143470,213335
13604,95866
72861,13604
941022,13604
1032,13604
102,936885
102,1774673
102,13604
936885,1774673
936885,13604
1774673,13604
1088666,13604
1515687,13604
82428,82427
1316826,82427
108661,82427
214830,82427
1070445,82427
28626,7375
28626,39008
7375,39008
145327,28626
121633,28626
40305,28626
131814,28626
141,28626
28615,26101
28615,28611
28615,28626
26101,28611
26101,28626
28611,28626
10342,6553
10342,28626
6553,28626
8223,158837
8223,14371
158837,14371
3359,27554
3359,22969
27554,22969
8944,27554
1666,29545
1666,27554
29545,27554
9560,8437
9560,27554
8437,27554
4955,88164
4955,27995
34546,2183911
34546,4955
2183911,4955
138,4955
36594,4955
14812,30613
14812,2310
30613,2310
5676,14812
5676,41779
14812,41779
2095785,39644
2095785,14812
39644,14812
15137,11989
15137,14812
11989,14812
3508,25839
3508,223251
3508,14812
25839,223251
25839,14812
223251,14812
20043,52685
20043,14812
52685,14812
1653,1654
1653,1655
1653,14812
1654,1655
1654,14812
1655,14812
206,350
206,11315
206,13242
350,11315
350,13242
11315,13242
5294,13242
17288,13242
1267329,13242
31,13242
1892,13242
3197,13242
1052109,2102511
1052109,2102516
1052106,1052107
1052106,1052108
1052106,1052109
1052107,1052108
1052108,1052109
1084537,1052109
2609280,1052109
8891,1052109
72208,1918119
138986,72208
85930,72208
90388,72208
59785,84932
59785,72208
84932,72208
102786,964843
102786,72208
964843,72208
4996,7488
4996,15899
7488,15899
1473975,1642804
1473975,15899
1642804,15899
585,2630
585,11478
2630,11478
585,35319
585,154971
35319,154971
56045,585
1284,56778
1284,2468
1284,585
56778,2468
56778,585
2468,585
12021,349
12021,18248
349,18248
29069,12021
29069,10501
12021,10501
9045,7166
1979,7166
5168,7166
380,7166
4430,7166
4517,7166
1210796,6807
1210796,15423
1210796,7166
6807,15423
6807,7166
15423,7166
100253,88727
100253,106569
88727,106569
22383,32915
22383,29918
32915,29918
26662,22383
26662,2091
22383,2091
22383,44079
9789,22383
9871,22383
134,22383
27319,22383
6193,22383
1107983,52057
1107983,110380
52057,110380
19011,110380
146687,110380
1122373,1122374
1122373,1122375
1122373,110380
1122374,1122375
1122374,110380
1122375,110380
1839512,110380
1595030,110380
68842,110380
1181293,110380
1396525,110380
114454,110380
15319,11023
15319,123304
15319,237
11023,123304
11023,237
123304,237
11370,1400160
11370,76594
1400160,76594
11370,78577
1237916,11370
138986,11370
7447,11370
135980,135981
135980,135982
135980,11370
135981,135982
135981,11370
135982,11370
1149345,11370
80535,11370
47632,11370
81487,11370
56367,11370
1160304,1238740
1160304,1278342
1160304,11370
1238740,1278342
1238740,11370
1278342,11370
1306064,11370
174981,11370
1116912,11370
2585,11370
53397,11370
7904,11370
29704,11370
1913149,11370
15661,20753
15661,63
20753,63
1194209,4735
1194209,61011
4735,61011
57755,3910
57755,6807
57755,61011
3910,6807
3910,61011
6807,61011
81683,38951
81683,1224617
81683,61011
38951,1224617
38951,61011
1224617,61011
1108907,9278
1108907,19536
9278,19536
4724,1339982
69342,1524
69342,4724
1524,4724
11281,37068
11281,400
37068,400
1327,11281
10341,4581
10341,11281
4581,11281
15736,38070
35028,18461
78729,18461
17628,18461
172069,1447932
1215522,1447932
3223,1447932
74568,1447932
16828,1447932
103,1447932
1047236,62053
62053,1310314
1215522,1932529
1215522,62053
1932529,62053
11065,193648
11065,41269
193648,41269
9594,12410
9594,12407
9594,11065
12410,12407
12410,11065
12407,11065
103829,11065
3087,11065
515,11065
64825,2109
64825,11065
2109,11065
2130,16431
2130,2203
2130,18992
16431,2203
16431,18992
2203,18992
70484,44107
70484,16927
44107,16927
585,16927
72055,16927
226001,1052107
76594,1052107
1059011,1052107
29802,117555
98464,14469
98464,117555
14469,117555
1923,117555
21345,117555
12094,117555
3291,63295
3291,36083
3291,117555
63295,36083
63295,117555
36083,117555
1107983,13301
52057,13301
110380,13301
10468,13301
10400,13301
1884,13301
138986,13301
33684,13301
27442,21708
7301,24299
7301,27442
24299,27442
2565,18847
2565,1352
2565,27442
18847,1352
18847,27442
1352,27442
16757,3829
16757,3268
16757,27442
3829,3268
3829,27442
3268,27442
39012,1378034
53122,39012
1979,39012
16294,39012
834,39012
16523,39012
138005,13526
138005,111702
138005,39012
13526,111702
13526,39012
111702,39012
102429,39012
6159,39012
4955,39012
27995,39012
31212,45380
78848,45380
99599,45380
9560,7499
9560,6161
9560,9546
7499,6161
7499,9546
6161,9546
35,8984
35,1080542
8984,1080542
1850913,1159375
1850913,8984
1159375,8984
164807,16178
164807,14464
16178,14464
3380,10606
3380,3361
10606,3361
3380,31550
3380,24811
31550,24811
3380,76974
3380,30002
76974,30002
3380,36040
3380,40618
36040,40618
3380,854
3380,4778
854,4778
124309,3380
124309,134633
3380,134633
3380,35516
3380,78439
124309,1070708
1070708,3380
4483,3380
13570,3380
3417,3380
72063,3380
9088,3380
1556652,1950476
1556652,162668
1556652,3380
1950476,162668
1950476,3380
162668,3380
290,3380
14674,3380
11487,3380
176543,3380
1488806,3380
82388,5961
82388,4098
5961,4098
82388,149133
82388,13963
149133,13963
106572,82388
106572,14966
82388,14966
21462,4165
21462,82388
4165,82388
4347,82388
4299,82388
290,82388
14674,82388
11487,82388
176543,82388
1488806,82388
72063,82388
9088,82388
1785461,1565002
1785461,1234063
1565002,1234063
11279,228866
11279,1498157
228866,1498157
11279,76022
11355,26854
11355,11279
26854,11279
32556,44557
32556,10779
32556,11279
44557,10779
44557,11279
10779,11279
12982,91493
12982,11279
91493,11279
131772,32646
131772,31137
32646,31137
80760,31137
2503684,102786
1068409,1068410
1068409,1068411
1068409,102786
1068410,1068411
1068410,102786
1068411,102786
2954,33663
2954,102786
33663,102786
501362,102786
470303,102786
149923,1063969
149923,1063970
149923,102786
1063969,1063970
1063969,102786
1063970,102786
1314544,998458
1314544,1923219
1314544,102786
998458,1923219
998458,102786
1923219,102786
1700943,102786
938972,102786
1236595,102786
35705,102786
143242,102786
68842,102786
1181293,102786
2569912,2601848
2569912,2601877
2569912,102786
2601848,2601877
2601848,102786
2601877,102786
112580,1508921
112580,102786
1508921,102786
1839512,102786
1595030,102786
1396525,102786
114454,102786
98539,98538
98539,90587
98539,110560
90587,110560
938769,98539
938769,1073842
98539,1073842
1041318,1041321
1041318,1041322
1041318,98539
1041321,1041322
1041321,98539
1041322,98539
29859,15831
29859,1754138
29859,34902
15831,1754138
15831,34902
1754138,34902
56262,1102260
56262,88620
1102260,88620
20,88620
2154,88620
2157,569
2157,2692
569,2692
1158,2157
134,2157
11074,2157
40009,2157
1062,2157
116100,1140098
116100,12826
116100,2157
1140098,12826
1140098,2157
12826,2157
16418,2157
78798,2157
67778,2157
1216096,8930
1216096,2157
8930,2157
10400,2157
9979,2157
9789,2157
6449,2157
55983,2157
7908,2157
1236595,27011
1236595,2238924
27011,2238924
2130,1236595
16431,1236595
2203,1236595
4027,10828
3027,4027
131120,4027
4955,4027
12077,34982
200,12077
15831,12077
110799,12077
4756,12077
15152,12077
16940,12077
437100,12077
33260,12077
81663,12077
34982,64948
34982,15762
64948,15762
64948,12077
15762,12077
66811,47457
66811,12692
66811,40176
47457,12692
47457,40176
12692,40176
13268,14572
13268,40176
14572,40176
18897,57700
62410,57700
6952,114454
6952,57700
114454,57700
1164263,142752
142752,142751
226001,142751
76594,142751
1059011,142751
37759,142751
20056,142751
2330903,142751
9560,6431
7499,6431
6161,6431
18793,11510
58198,11510
1409651,11510
82702,1227278
82702,2636676
1227278,2636676
1227278,11510
2636676,11510
13922,11510
188238,11510
1190206,124756
1341,612216
1341,66125
612216,66125
987137,88495
987137,68562
987137,1341
88495,68562
88495,1341
68562,1341
1336,607
1336,1341
607,1341
76068,54830
76068,20212
54830,20212
2130,20212
16431,20212
2203,20212
91460,35350
10594,220908
10594,76141
10592,10594
10215,10594
1237916,10594
11370,10594
1487,10594
9188,1923
9188,477
9188,10594
1923,477
1923,10594
477,10594
29859,10594
15831,10594
1754138,10594
112923,10594
103616,11152
103616,10594
11152,10594
16463,10594
100183,10594
13745,10594
592587,1727636
592587,1020062
184306,592587
1228004,592587
107622,1228004
107622,592587
238888,1589269
137915,238888
19138,10539
19138,44845
19138,40433
10539,44845
10539,40433
44845,40433
7090,7879
7090,114470
51990,865
51990,7090
865,7090
7402,21246
7402,81690
7402,7090
21246,81690
21246,7090
81690,7090
56578,9656
56578,1713525
56578,21007
9656,1713525
9656,21007
1713525,21007
134,21007
27319,21007
8944,1058100
4724,8944
66743,8944
1461,8944
10342,8944
6553,8944
58198,19292
1409651,19292
115788,543530
115788,56446
115788,19292
543530,56446
543530,19292
56446,19292
62093,59153
62093,1781174
59153,1781174
58924,146008
58924,62093
146008,62093
19426,21306
21301,21306
13852,21306
13853,21306
14434,21306
1619,68557
1619,239009
68557,239009
1619,102880
1619,262128
102880,262128
1619,26724
1619,69638
26724,69638
1619,69636
1619,70674
69636,70674
1619,56830
1619,1346979
56830,1346979
1619,103598
227778,1619
227778,558825
1619,558825
134703,83630
134703,62424
134703,1619
83630,62424
83630,1619
62424,1619
33,3266
33,5149
3266,5149
2710,3266
2144,3266
141,3266
2505,3266
1116483,8724
176543,8724
1488806,8724
11074,49833
103616,11074
11152,11074
670,11074
72754,11074
60074,11074
2057491,2237295
2057491,11074
2237295,11074
15899,11074
13472,11074
97260,11074
1905,738
1905,85345
1905,193488
738,85345
738,193488
85345,193488
7056,1089261
7056,140570
1089261,140570
10980,7056
10989,7056
10990,7056
141317,77886
1140257,141317
1140257,1140258
141317,1140258
1314764,141317
1314764,1499310
141317,1499310
141317,1248656
1655504,938939
1655504,141317
938939,141317
1248678,141317
114885,141317
12259,70119
12259,1352
70119,1352
37583,12259
37583,34027
12259,34027
45982,12259
45982,24379
12259,24379
12259,1922219
45982,20882
45982,30832
20882,30832
20882,12259
30832,12259
1487,72861
1006721,72861
22860,72861
1430,72861
1171675,72861
937,1137209
8223,1137209
44865,207067
47513,40960
47513,11840
47513,207067
40960,11840
11840,207067
125025,2034418
125025,518627
2034418,518627
21029,123725
21029,125025
123725,125025
133,175826
133,125025
175826,125025
76512,6046
76512,125025
6046,125025
1291961,1332746
1291961,1596910
1332746,1596910
46393,74036
3198,53595
3198,46393
53595,46393
20049,30083
20049,95894
20049,26076
55469,20049
17835,20049
55398,20049
39189,20049
47513,137928
47513,80112
47513,20049
137928,80112
137928,20049
80112,20049
1182929,137928
1182929,20049
64181,64182
64181,97185
64181,20049
64182,97185
64182,20049
97185,20049
76546,58393
76546,56523
58393,56523
1768256,8893
1796,8975
1796,8893
8975,8893
8891,8893
8892,8893
1060,11777
1060,511
11777,511
6856,511
11065,511
15411,511
206581,1182651
1172100,1172101
1172100,1172102
1172100,1172108
1172101,1172102
1172101,1172108
1172102,1172108
15135,39646
15135,1072767
39646,1072767
1207975,15135
6014,41877
41877,15135
3829,15135
1098404,15135
27578,1921416
2662943,1070237
2662943,27578
1070237,27578
11357,2545
1037,2545
3129,2545
147,2545
8891,2545
2231,2545
102429,19707
113,102429
55949,102429
44762,102429
15234,1552521
15234,7229
15234,102429
1552521,7229
1552521,102429
7229,102429
1208,102429
45380,102429
4173,102429
1038,102429
44762,12840
44762,6930
12840,6930
12840,102429
6930,102429
349,102429
1006721,102429
45230,102429
56444,102429
1158,102429
3087,102429
3092,102429
9560,40266
9560,26659
40266,26659
126386,1972
126386,40266
1972,40266
18977,18980
18977,18979
18980,18979
29428,2568
29428,9746
29428,585373
2568,9746
2568,585373
9746,585373
1088666,1291451
1088666,1088668
1088666,1139462
1088666,1515688
1088666,2043487
3829,16862
5682,44556
5682,3829
44556,3829
28626,3829
3614,3829
28608,33723
28608,3829
33723,3829
12950,83037
12950,18647
83037,18647
1196272,12950
70668,83904
70668,16759
70668,12950
83904,16759
83904,12950
16759,12950
1020089,119540
1020089,13823
1020089,2672
119540,13823
119540,2672
13823,2672
116256,116255
116256,89933
116256,2672
116255,89933
116255,2672
89933,2672
12147,89088
12147,143560
12147,2672
89088,143560
89088,2672
143560,2672
176543,2672
1488806,2672
30210,854
30210,4113
30210,2672
854,4113
854,2672
4113,2672
1088668,1515687
1515688,1515687
24478,28331
24478,3783
28331,3783
24478,44647
24478,14502
44647,14502
24363,19646
24363,24478
19646,24478
37191,45523
37191,24478
45523,24478
11357,11641
62596,64722
62596,11357
64722,11357
27995,11357
107372,11357
5141,5139
5141,5140
5141,11357
5139,5140
5139,11357
5140,11357
71531,1061491
71531,1061492
1061491,1061492
16832,19850
16832,80591
16832,71531
19850,80591
19850,71531
80591,71531
24937,106572
24937,14966
24937,88959
24937,1080623
88959,1080623
24937,143406
24937,8727
143406,8727
24937,104728
24937,174992
104728,174992
24937,214869
24937,78076
1225271,550511
1225271,24937
550511,24937
82388,24937
7904,24937
176543,24937
1488806,24937
2222,5372
2222,10558
5372,10558
2222,102858
2222,4160
21399,2222
6168,1233
6168,3982
1233,3982
31070,14061
31070,8255
31070,6168
14061,8255
14061,6168
8255,6168
55983,6168
7908,6168
201,47
201,206
47,206
58512,71403
58512,8447
58512,206
71403,8447
71403,206
8447,206
10297,3895
83002,3895
1813,3895
9979,3895
9789,3895
6449,3895
834,3895
16523,3895
6193,3895
24045,3895
27578,3895
6952,3895
114454,3895
29704,3895
1913149,3895
510,3926
531,510
8215,1297
8215,510
1297,510
26847,510
514,510
19769,510
3968,39658
3968,17484
39658,17484
57446,73956
215486,73956
1161962,73956
74336,1237
910326,928508
910326,21411
910326,1237
928508,21411
928508,1237
21411,1237
543105,1847408
543105,935594
1847408,935594
543105,240728
70261,70243
70261,7173
70261,543105
70243,7173
70243,543105
7173,543105
20156,543105
4299,543105
2753,7632
2753,100318
2753,543105
7632,100318
7632,543105
100318,543105
4135,4483
4135,13717
4483,13717
73931,4483
73931,142439
4483,142439
4483,109404
4483,863
7447,4483
9560,4483
9979,4483
9789,4483
6449,4483
10400,4483
19803,1084298
19803,4483
1084298,4483
1839512,4483
1595030,4483
61110,399681
47,1371523
47,61110
1371523,61110
1893064,1436413
1893064,61110
1436413,61110
74329,1389073
74329,1389074
74329,61110
1389073,1389074
1389073,61110
1389074,61110
12219,61110
19292,61110
56323,61110
56322,61110
6014,82793
39274,6014
3392,7071
8534,1121
8534,3392
1121,3392
4430,3392
6449,3392
10400,3392
3810,3392
72305,3392
44735,3392
3223,3392
16828,3392
103,3392
2390,7004
2390,6197
7004,6197
1547914,2390
1222952,2390
1748,2390
1749,2390
2744,3131
2744,98357
2744,3810
3131,98357
3131,3810
98357,3810
50095,62831
109869,62831
1254995,62831
12219,62831
