Province/State,Country/Region,Confirmed,Timestamp
Mayotte,France,1,2020-03-14 20:53:03
,Guadeloupe,3,2020-03-13 12:33:03
,Guinea,1,2020-03-15 06:41:54
,Kenya,3,2020-03-13 22:22:03
,Mauritania,1,2020-03-15 18:20:19
,Rwanda,1,2020-03-15 06:41:54
,Saint Lucia,2,2020-03-14 16:15:18
Alaska,US,1,2020-03-13 14:53:03
,Uzbekistan,1,2020-03-15 18:20:19
Hubei,China,67798,2020-03-16 14:38:45
,Italy,27980,2020-03-16 17:33:03
,Iran,14991,2020-03-16 14:38:45
,Spain,9942,2020-03-16 20:13:11
,"Korea, South",8236,2020-03-16 14:38:45
,Germany,7272,2020-03-16 20:13:11
France,France,6633,2020-03-16 20:13:11
United Kingdom,United Kingdom,1543,2020-03-16 19:13:13
Netherlands,Netherlands,1413,2020-03-16 14:38:46
Guangdong,China,1361,2020-03-16 01:53:03
,Norway,1333,2020-03-16 21:13:12
Zhejiang,China,1231,2020-03-16 14:38:45
,Sweden,1103,2020-03-16 14:38:45
,Belgium,1058,2020-03-16 14:38:45
,Austria,1018,2020-03-16 15:13:09
New York,US,967,2020-03-16 21:53:03
Denmark,Denmark,914,2020-03-16 18:33:03
Washington,US,904,2020-03-16 23:53:03
,Japan,825,2020-03-16 14:38:45
Shandong,China,760,2020-03-16 14:38:45
,Malaysia,566,2020-03-16 14:38:45
California,US,557,2020-03-16 23:53:03
Heilongjiang,China,482,2020-03-16 14:38:45
Beijing,China,452,2020-03-16 14:38:45
,Qatar,439,2020-03-16 15:13:09
Shanghai,China,355,2020-03-16 14:38:45
,Greece,331,2020-03-16 00:22:10
,Portugal,331,2020-03-16 14:38:45
,Czechia,298,2020-03-16 23:53:02
,Finland,277,2020-03-16 14:38:45
,Israel,255,2020-03-16 14:38:45
,Slovenia,253,2020-03-16 14:38:45
Guangxi,China,252,2020-03-16 14:38:45
Shaanxi,China,245,2020-03-16 14:38:45
,Singapore,243,2020-03-16 14:38:45
,Bahrain,214,2020-03-16 20:33:03
,Estonia,205,2020-03-16 14:38:45
,Brazil,200,2020-03-16 02:33:08
Massachusetts,US,197,2020-03-16 21:53:03
,Iceland,180,2020-03-16 02:13:15
New Jersey,US,178,2020-03-16 22:13:21
Ontario,Canada,177,2020-03-16 16:13:26
,Poland,177,2020-03-16 21:13:17
Yunnan,China,176,2020-03-16 23:53:02
New South Wales,Australia,171,2020-03-16 14:38:46
,Ireland,169,2020-03-16 14:38:45
Hainan,China,168,2020-03-16 14:38:45
Colorado,US,160,2020-03-16 23:53:03
,Romania,158,2020-03-16 14:38:45
,Chile,155,2020-03-16 14:38:45
Hong Kong,China,155,2020-03-16 14:38:45
Florida,US,155,2020-03-16 22:13:21
,Egypt,150,2020-03-16 15:53:45
,Thailand,147,2020-03-16 14:38:45
Guizhou,China,146,2020-03-16 14:38:45
,Philippines,142,2020-03-16 14:38:45
,Pakistan,136,2020-03-16 14:38:45
Louisiana,US,136,2020-03-16 22:13:21
,Indonesia,134,2020-03-16 14:38:45
Liaoning,China,125,2020-03-16 14:38:45
,Iraq,124,2020-03-16 02:13:15
,Kuwait,123,2020-03-16 14:38:45
Georgia,US,121,2020-03-16 16:53:06
,India,119,2020-03-16 14:38:45
,Saudi Arabia,118,2020-03-16 01:13:12
,San Marino,109,2020-03-16 01:33:03
Illinois,US,105,2020-03-16 22:13:21
British Columbia,Canada,103,2020-03-16 19:13:13
,Lebanon,99,2020-03-16 00:22:11
,United Arab Emirates,98,2020-03-16 00:22:11
Jilin,China,93,2020-03-16 00:22:10
,Russia,90,2020-03-16 14:38:45
,Peru,86,2020-03-16 14:38:45
Texas,US,85,2020-03-16 23:53:03
,Luxembourg,77,2020-03-16 01:53:03
Pennsylvania,US,77,2020-03-16 20:13:20
Inner Mongolia,China,75,2020-03-16 14:38:45
Ningxia,China,75,2020-03-16 14:38:45
Victoria,Australia,71,2020-03-16 14:38:45
Queensland,Australia,68,2020-03-16 14:38:46
,Taiwan*,67,2020-03-16 14:38:45
,Slovakia,63,2020-03-16 14:38:45
,South Africa,62,2020-03-16 14:38:45
,Vietnam,61,2020-03-16 14:53:04
,Croatia,57,2020-03-16 14:38:45
,Argentina,56,2020-03-16 14:38:45
Alberta,Canada,56,2020-03-16 02:33:09
,Panama,55,2020-03-16 14:38:45
,Serbia,55,2020-03-16 14:38:45
,Algeria,54,2020-03-16 14:38:45
,Brunei,54,2020-03-16 14:38:45
,Colombia,54,2020-03-16 14:38:45
Minnesota,US,54,2020-03-16 16:53:06
,Mexico,53,2020-03-16 14:38:45
Michigan,US,53,2020-03-16 14:38:46
,Armenia,52,2020-03-16 21:13:17
,Bulgaria,52,2020-03-16 14:38:45
Tennessee,US,52,2020-03-16 22:13:21
,Albania,51,2020-03-16 14:38:45
Quebec,Canada,50,2020-03-16 20:13:20
Ohio,US,50,2020-03-16 20:13:21
Virginia,US,49,2020-03-16 22:13:21
Diamond Princess,US,47,2020-03-16 16:53:06
Wisconsin,US,47,2020-03-16 20:13:20
Nevada,US,45,2020-03-16 20:13:20
Maryland,US,41,2020-03-16 20:13:20
,Hungary,39,2020-03-16 14:38:45
Oregon,US,39,2020-03-16 02:33:09
Utah,US,39,2020-03-16 22:33:03
North Carolina,US,38,2020-03-16 23:53:03
,Ecuador,37,2020-03-16 02:33:08
,Belarus,36,2020-03-16 14:38:45
,Costa Rica,35,2020-03-16 02:33:08
,Latvia,34,2020-03-16 14:38:45
,Cyprus,33,2020-03-16 02:33:08
,Georgia,33,2020-03-16 02:13:16
South Carolina,US,33,2020-03-16 22:33:03
,Malta,30,2020-03-16 15:33:03
Connecticut,US,30,2020-03-16 20:13:20
South Australia,Australia,29,2020-03-16 14:38:46
,Morocco,29,2020-03-16 14:38:45
Alabama,US,29,2020-03-16 22:33:03
Western Australia,Australia,28,2020-03-16 14:38:46
,Sri Lanka,28,2020-03-16 15:53:45
,Bosnia and Herzegovina,25,2020-03-16 21:13:17
Indiana,US,25,2020-03-16 22:33:03
,Senegal,24,2020-03-16 01:13:13
,Moldova,23,2020-03-16 00:22:11
Iowa,US,23,2020-03-16 23:53:03
,Oman,22,2020-03-16 00:22:11
Arkansas,US,22,2020-03-16 17:13:23
District of Columbia,US,22,2020-03-16 23:53:03
,Afghanistan,21,2020-03-16 14:38:45
Kentucky,US,21,2020-03-16 18:33:03
Rhode Island,US,21,2020-03-16 18:14:12
,Tunisia,20,2020-03-16 01:13:13
Grand Princess,US,20,2020-03-16 17:13:23
Faroe Islands,Denmark,18,2020-03-16 14:38:45
,North Macedonia,18,2020-03-16 14:38:45
,Turkey,18,2020-03-16 01:13:13
Arizona,US,18,2020-03-16 17:13:23
Nebraska,US,18,2020-03-16 17:13:23
,Jordan,17,2020-03-16 15:13:35
,Lithuania,17,2020-03-16 14:38:45
Maine,US,17,2020-03-16 18:14:12
New Hampshire,US,17,2020-03-16 22:33:03
New Mexico,US,17,2020-03-16 02:53:12
,Venezuela,17,2020-03-16 00:53:03
,Azerbaijan,15,2020-03-16 14:38:45
,Burkina Faso,15,2020-03-16 14:38:45
,Martinique,15,2020-03-16 14:38:45
Mississippi,US,13,2020-03-16 22:33:03
Vermont,US,12,2020-03-16 17:13:23
,Bolivia,11,2020-03-16 14:38:45
Macau,China,11,2020-03-16 00:22:10
,French Guiana,11,2020-03-16 14:38:46
Kansas,US,11,2020-03-16 17:13:23
,Jamaica,10,2020-03-16 01:53:03
,Kazakhstan,10,2020-03-16 14:38:45
Oklahoma,US,10,2020-03-16 18:14:12
South Dakota,US,10,2020-03-16 20:13:20
,Reunion,9,2020-03-16 14:38:45
,Bangladesh,8,2020-03-16 14:38:45
,Paraguay,8,2020-03-16 14:38:45
Delaware,US,8,2020-03-16 20:13:20
,Uruguay,8,2020-03-16 14:38:45
Tasmania,Australia,7,2020-03-16 14:38:46
Manitoba,Canada,7,2020-03-16 02:53:12
Saskatchewan,Canada,7,2020-03-16 20:13:20
,Monaco,7,2020-03-16 14:38:45
Hawaii,US,7,2020-03-16 02:53:12
,Ukraine,7,2020-03-16 21:13:17
New Brunswick,Canada,6,2020-03-16 02:53:12
,Guadeloupe,6,2020-03-16 14:38:45
,Honduras,6,2020-03-16 14:38:45
Missouri,US,6,2020-03-16 17:13:23
Channel Islands,United Kingdom,6,2020-03-16 14:38:45
,Uzbekistan,6,2020-03-16 14:38:45
Nova Scotia,Canada,5,2020-03-16 17:53:03
,Ethiopia,5,2020-03-16 14:38:45
French Guiana,France,5,2020-03-16 14:38:45
,Rwanda,5,2020-03-16 01:33:03
Puerto Rico,US,5,2020-03-16 00:22:11
,Cameroon,4,2020-03-16 02:33:08
,Trinidad and Tobago,4,2020-03-16 14:38:45
Guadeloupe,France,3,2020-03-16 14:38:45
Saint Barthelemy,France,3,2020-03-16 14:38:45
,Guam,3,2020-03-16 02:13:16
,Kenya,3,2020-03-16 00:22:11
,Puerto Rico,3,2020-03-16 14:38:45
,Seychelles,3,2020-03-16 01:13:13
,Andorra,2,2020-03-16 02:33:08
Australian Capital Territory,Australia,2,2020-03-16 14:38:46
Grand Princess,Canada,2,2020-03-16 00:22:11
,Guatemala,2,2020-03-16 14:38:45
,Saint Lucia,2,2020-03-16 00:22:11
,Benin,1,2020-03-16 14:38:46
,Central African Republic,1,2020-03-16 03:33:03
,Congo (Brazzaville),1,2020-03-16 14:38:45
Mayotte,France,1,2020-03-16 14:38:45
,Greenland,1,2020-03-16 16:53:06
,Liberia,1,2020-03-16 14:38:46
,Mayotte,1,2020-03-16 14:38:45
Curacao,Netherlands,1,2020-03-16 00:22:11
,Republic of the Congo,1,2020-03-16 03:33:03
,Somalia,1,2020-03-16 14:38:46
,Tanzania,1,2020-03-16 14:38:45
,The Bahamas,1,2020-03-16 03:33:03
Virgin Islands,US,1,2020-03-16 00:22:11
Cayman Islands,United Kingdom,1,2020-03-16 14:53:04
Hubei,China,67799,2020-03-17 11:53:10
,Italy,31506,2020-03-17 18:33:02
,Iran,16169,2020-03-17 15:13:09
,Spain,11748,2020-03-17 20:53:02
,Germany,9257,2020-03-17 18:53:02
,"Korea, South",8320,2020-03-17 10:33:03
France,France,7652,2020-03-17 19:13:08
,Switzerland,2700,2020-03-17 16:33:04
United Kingdom,United Kingdom,1950,2020-03-17 15:13:09
New York,US,1706,2020-03-17 22:53:03
Netherlands,Netherlands,1705,2020-03-17 15:13:11
,Norway,1463,2020-03-17 19:53:02
Guangdong,China,1364,2020-03-17 01:53:03
,Austria,1332,2020-03-17 15:33:06
,Belgium,1243,2020-03-17 15:33:06
Zhejiang,China,1232,2020-03-17 02:13:21
,Sweden,1190,2020-03-17 15:33:06
Washington,US,1076,2020-03-17 23:33:03
Denmark,Denmark,977,2020-03-17 16:33:04
,Japan,878,2020-03-17 16:53:04
Shandong,China,761,2020-03-17 00:33:02
California,US,698,2020-03-17 22:53:03
,Malaysia,673,2020-03-17 15:33:06
Sichuan,China,540,2020-03-17 08:33:02
Heilongjiang,China,482,2020-03-17 01:33:02
Beijing,China,456,2020-03-17 10:53:03
,Portugal,448,2020-03-17 15:33:06
,Czechia,396,2020-03-17 15:33:06
,Greece,387,2020-03-17 16:33:04
Shanghai,China,358,2020-03-17 02:13:20
,Israel,337,2020-03-17 20:53:02
,Brazil,321,2020-03-17 15:33:06
,Finland,321,2020-03-17 12:33:06
,Slovenia,275,2020-03-17 16:53:04
New Jersey,US,267,2020-03-17 20:13:22
,Singapore,266,2020-03-17 15:33:06
Guangxi,China,253,2020-03-17 00:33:02
Shaanxi,China,246,2020-03-17 10:53:03
,Poland,238,2020-03-17 20:53:02
,Pakistan,236,2020-03-17 15:33:06
,Bahrain,228,2020-03-17 03:13:15
,Estonia,225,2020-03-17 10:33:03
,Ireland,223,2020-03-17 02:53:03
,Iceland,220,2020-03-17 15:33:06
Massachusetts,US,218,2020-03-17 22:53:02
Florida,US,216,2020-03-17 23:33:02
New South Wales,Australia,210,2020-03-17 12:33:07
,Chile,201,2020-03-17 15:33:06
,Egypt,196,2020-03-17 18:13:10
Louisiana,US,196,2020-03-17 22:53:03
,Philippines,187,2020-03-17 10:33:03
Ontario,Canada,185,2020-03-17 16:53:04
,Romania,184,2020-03-17 10:33:03
,Thailand,177,2020-03-17 10:33:03
,Indonesia,172,2020-03-17 10:33:03
,Saudi Arabia,171,2020-03-17 17:53:03
Hong Kong,China,162,2020-03-17 10:13:11
Illinois,US,161,2020-03-17 22:53:03
Colorado,US,160,2020-03-17 22:53:03
,Iraq,154,2020-03-17 15:33:06
Guizhou,China,147,2020-03-17 07:33:03
Georgia,US,146,2020-03-17 20:13:22
,India,142,2020-03-17 15:33:06
,Luxembourg,140,2020-03-17 15:33:06
,Kuwait,130,2020-03-17 10:53:03
Liaoning,China,125,2020-03-17 12:13:13
,Lebanon,120,2020-03-17 10:53:03
,Peru,117,2020-03-17 15:53:12
,Russia,114,2020-03-17 15:53:12
Pennsylvania,US,112,2020-03-17 23:13:10
Texas,US,110,2020-03-17 20:13:22
Victoria,Australia,94,2020-03-17 12:53:09
,Mexico,82,2020-03-17 10:53:03
,Armenia,78,2020-03-17 19:33:02
Queensland,Australia,78,2020-03-17 12:33:07
,Taiwan*,77,2020-03-17 08:13:11
Alberta,Canada,74,2020-03-17 03:13:18
Quebec,Canada,74,2020-03-17 19:33:03
Tennessee,US,74,2020-03-17 23:13:10
,Slovakia,72,2020-03-17 02:13:34
Wisconsin,US,72,2020-03-17 20:13:22
,Panama,69,2020-03-17 10:53:03
,Argentina,68,2020-03-17 15:53:12
Connecticut,US,68,2020-03-17 23:13:10
,Bulgaria,67,2020-03-17 10:53:03
Ohio,US,67,2020-03-17 20:53:02
Virginia,US,67,2020-03-17 20:13:22
Oregon,US,66,2020-03-17 23:13:10
,Vietnam,66,2020-03-17 15:53:12
,Colombia,65,2020-03-17 15:53:12
,Croatia,65,2020-03-17 10:53:03
,Serbia,65,2020-03-17 11:13:18
Michigan,US,65,2020-03-17 20:53:02
North Carolina,US,64,2020-03-17 23:13:10
,Algeria,60,2020-03-17 03:13:15
Maryland,US,60,2020-03-17 16:13:14
Minnesota,US,60,2020-03-17 17:53:03
,Ecuador,58,2020-03-17 03:13:15
,Brunei,56,2020-03-17 15:53:12
Nevada,US,56,2020-03-17 23:33:02
,Albania,55,2020-03-17 15:53:12
Utah,US,51,2020-03-17 20:53:02
,Hungary,50,2020-03-17 11:13:29
,Latvia,49,2020-03-17 11:13:29
Faroe Islands,Denmark,47,2020-03-17 10:13:13
,Turkey,47,2020-03-17 22:13:16
South Carolina,US,47,2020-03-17 23:13:10
,Cyprus,46,2020-03-17 03:13:15
,Sri Lanka,44,2020-03-17 15:53:12
,Costa Rica,41,2020-03-17 03:13:15
,Andorra,39,2020-03-17 20:53:02
Alabama,US,39,2020-03-17 23:13:10
,Malta,38,2020-03-17 15:53:12
,Morocco,38,2020-03-17 15:53:12
,Georgia,34,2020-03-17 11:13:29
,Jordan,34,2020-03-17 11:13:29
,Cambodia,33,2020-03-17 15:53:13
,Kazakhstan,33,2020-03-17 15:53:12
,Venezuela,33,2020-03-17 11:33:05
Maine,US,32,2020-03-17 17:53:03
Western Australia,Australia,31,2020-03-17 12:53:09
,Moldova,30,2020-03-17 15:53:12
Indiana,US,30,2020-03-17 23:13:10
,Uruguay,29,2020-03-17 02:13:54
,Azerbaijan,28,2020-03-17 11:53:10
,Bosnia and Herzegovina,26,2020-03-17 15:53:12
,North Macedonia,26,2020-03-17 11:53:10
,Senegal,26,2020-03-17 12:33:06
Kentucky,US,26,2020-03-17 23:33:02
New Hampshire,US,26,2020-03-17 23:13:10
,Lithuania,25,2020-03-17 18:53:02
,Oman,24,2020-03-17 11:53:10
,Tunisia,24,2020-03-17 11:53:10
New Mexico,US,23,2020-03-17 23:13:10
Rhode Island,US,23,2020-03-17 20:53:02
,Afghanistan,22,2020-03-17 11:53:10
,Dominican Republic,21,2020-03-17 08:13:22
Grand Princess,US,21,2020-03-17 20:53:02
Mississippi,US,21,2020-03-17 17:53:03
Nebraska,US,21,2020-03-17 17:53:03
Arizona,US,20,2020-03-17 23:13:10
Oklahoma,US,19,2020-03-17 17:53:03
,Guadeloupe,18,2020-03-17 10:53:03
Kansas,US,18,2020-03-17 23:13:10
,Martinique,16,2020-03-17 10:53:03
Delaware,US,16,2020-03-17 23:33:02
,Ukraine,14,2020-03-17 19:33:02
Macau,China,12,2020-03-17 04:32:18
,Jamaica,12,2020-03-17 12:13:16
,New Zealand,12,2020-03-17 11:53:10
Missouri,US,11,2020-03-17 23:33:02
South Dakota,US,11,2020-03-17 23:33:02
Wyoming,US,11,2020-03-17 23:53:03
,Bangladesh,10,2020-03-17 12:13:16
,Cameroon,10,2020-03-17 15:53:13
Hawaii,US,10,2020-03-17 17:33:03
,Uzbekistan,10,2020-03-17 12:13:16
Reunion,France,9,2020-03-17 11:13:29
,Paraguay,9,2020-03-17 12:13:16
,Reunion,9,2020-03-17 07:15:25
Montana,US,9,2020-03-17 17:33:03
Grand Princess,Canada,8,2020-03-17 03:13:18
Manitoba,Canada,8,2020-03-17 19:33:03
New Brunswick,Canada,8,2020-03-17 19:33:03
,Honduras,8,2020-03-17 12:13:16
Idaho,US,8,2020-03-17 23:33:02
Nova Scotia,Canada,7,2020-03-17 19:33:03
French Guiana,France,7,2020-03-17 07:33:03
,Ghana,7,2020-03-17 19:33:02
,Guyana,7,2020-03-17 10:53:03
,Liechtenstein,7,2020-03-17 12:13:16
,Rwanda,7,2020-03-17 02:33:10
Guadeloupe,France,6,2020-03-17 07:33:03
,Guatemala,6,2020-03-17 12:13:16
,Cote d'Ivoire,5,2020-03-17 14:33:05
,Cuba,5,2020-03-17 15:53:13
,Mongolia,5,2020-03-17 15:53:13
,Trinidad and Tobago,5,2020-03-17 15:53:13
,Seychelles,4,2020-03-17 12:33:06
,Aruba,3,2020-03-17 12:33:07
Newfoundland and Labrador,Canada,3,2020-03-17 17:53:03
,Congo (Kinshasa),3,2020-03-17 12:33:06
Curacao,Netherlands,3,2020-03-17 12:33:07
,Nigeria,3,2020-03-17 12:33:06
Alaska,US,3,2020-03-17 17:33:03
North Dakota,US,3,2020-03-17 23:33:02
Gibraltar,United Kingdom,3,2020-03-17 02:53:03
,Barbados,2,2020-03-17 16:13:14
,Montenegro,2,2020-03-17 21:33:02
,Saint Lucia,2,2020-03-17 04:32:19
Virgin Islands,US,2,2020-03-17 20:53:02
,Liberia,1,2020-03-17 12:13:16
,Tanzania,1,2020-03-17 01:33:03
,The Gambia,1,2020-03-17 23:33:02
West Virginia,US,1,2020-03-17 23:33:02
,Guernsey,0,2020-03-17 18:33:03
,Jersey,0,2020-03-17 18:33:03
,Puerto Rico,0,2020-03-17 16:13:14
,Republic of the Congo,0,2020-03-17 21:33:03
Hubei,China,67800,2020-03-18 12:13:09
,Italy,35713,2020-03-18 17:33:05
,Iran,17361,2020-03-18 12:33:02
,Spain,13910,2020-03-18 13:13:13
,Germany,12327,2020-03-18 19:33:02
France,France,9043,2020-03-18 18:33:02
,"Korea, South",8413,2020-03-18 02:53:03
,Switzerland,3028,2020-03-18 14:53:05
United Kingdom,United Kingdom,2626,2020-03-18 14:53:05
New York,US,2495,2020-03-18 19:33:03
Netherlands,Netherlands,2051,2020-03-18 13:13:15
,Austria,1646,2020-03-18 14:53:05
,Norway,1550,2020-03-18 15:53:09
,Belgium,1486,2020-03-18 12:33:02
Guangdong,China,1370,2020-03-18 08:53:03
,Sweden,1279,2020-03-18 17:53:02
Denmark,Denmark,1057,2020-03-18 16:59:35
Washington,US,1014,2020-03-18 14:13:56
,Japan,889,2020-03-18 12:33:02
,Malaysia,790,2020-03-18 10:33:04
California,US,751,2020-03-18 19:14:34
Diamond Princess,Cruise Ship,712,2020-03-18 10:33:04
Sichuan,China,540,2020-03-18 02:13:05
Heilongjiang,China,482,2020-03-18 11:53:03
Beijing,China,469,2020-03-18 05:33:05
,Czechia,464,2020-03-18 10:33:04
,Qatar,452,2020-03-18 19:14:29
,Portugal,448,2020-03-18 12:33:02
,Israel,433,2020-03-18 14:33:15
,Greece,418,2020-03-18 16:59:34
,Brazil,372,2020-03-18 19:14:29
Shanghai,China,361,2020-03-18 05:53:25
,Finland,336,2020-03-18 13:13:13
Florida,US,314,2020-03-18 19:14:34
,Singapore,313,2020-03-18 13:33:12
,Pakistan,299,2020-03-18 19:14:29
,Ireland,292,2020-03-18 03:13:12
New South Wales,Australia,267,2020-03-18 12:13:09
New Jersey,US,267,2020-03-18 14:13:56
,Romania,260,2020-03-18 16:59:34
,Estonia,258,2020-03-18 10:33:04
Louisiana,US,257,2020-03-18 19:33:03
,Bahrain,256,2020-03-18 12:33:02
Guangxi,China,253,2020-03-18 00:33:02
,Poland,251,2020-03-18 13:33:12
,Iceland,250,2020-03-18 12:33:02
Shaanxi,China,246,2020-03-18 03:53:02
,Chile,238,2020-03-18 13:33:12
,Indonesia,227,2020-03-18 10:53:02
Ontario,Canada,221,2020-03-18 17:33:06
Massachusetts,US,218,2020-03-18 14:13:56
,Thailand,212,2020-03-18 10:53:02
,Luxembourg,203,2020-03-18 10:53:02
,Philippines,202,2020-03-18 10:53:02
Georgia,US,199,2020-03-18 19:14:34
,Egypt,196,2020-03-18 03:13:14
British Columbia,Canada,186,2020-03-18 03:33:03
Colorado,US,184,2020-03-18 15:53:09
Hong Kong,China,181,2020-03-18 09:33:05
Texas,US,173,2020-03-18 19:53:03
,Iraq,164,2020-03-18 12:33:02
Illinois,US,162,2020-03-18 19:14:34
,India,156,2020-03-18 13:33:12
Pennsylvania,US,152,2020-03-18 19:14:34
,Russia,147,2020-03-18 12:33:02
Guizhou,China,146,2020-03-18 01:53:03
,Peru,145,2020-03-18 16:59:34
,Kuwait,142,2020-03-18 10:53:02
,Lebanon,133,2020-03-18 10:53:02
Liaoning,China,125,2020-03-18 02:13:06
Victoria,Australia,121,2020-03-18 12:13:09
,San Marino,119,2020-03-18 02:53:03
,South Africa,116,2020-03-18 10:53:02
,United Arab Emirates,113,2020-03-18 02:33:06
,Ecuador,111,2020-03-18 03:13:19
,Slovakia,105,2020-03-18 14:13:14
,Taiwan*,100,2020-03-18 07:13:12
,Turkey,98,2020-03-18 02:33:06
Alberta,Canada,97,2020-03-18 03:33:03
Queensland,Australia,94,2020-03-18 11:53:04
Quebec,Canada,94,2020-03-18 17:53:03
,Colombia,93,2020-03-18 14:53:05
,Mexico,93,2020-03-18 10:53:02
,Bulgaria,92,2020-03-18 15:33:15
Wisconsin,US,92,2020-03-18 19:14:34
,Panama,86,2020-03-18 10:53:02
Ohio,US,86,2020-03-18 19:14:34
Maryland,US,85,2020-03-18 19:14:34
,Armenia,84,2020-03-18 10:53:02
,Serbia,83,2020-03-18 10:53:02
Michigan,US,83,2020-03-18 19:14:34
,Croatia,81,2020-03-18 11:13:43
,Argentina,79,2020-03-18 03:33:03
Tennessee,US,79,2020-03-18 19:14:34
Minnesota,US,77,2020-03-18 19:14:34
Virginia,US,77,2020-03-18 19:53:03
,Vietnam,75,2020-03-18 15:33:15
,Algeria,74,2020-03-18 19:53:03
,Latvia,71,2020-03-18 11:13:43
North Carolina,US,70,2020-03-18 19:14:34
,Brunei,68,2020-03-18 11:13:43
Oregon,US,68,2020-03-18 13:53:03
,Albania,59,2020-03-18 12:33:03
Faroe Islands,Denmark,58,2020-03-18 16:59:35
,Hungary,58,2020-03-18 11:13:43
Nevada,US,55,2020-03-18 19:14:34
,Jordan,52,2020-03-18 14:53:05
,Belarus,51,2020-03-18 11:33:04
,Sri Lanka,51,2020-03-18 13:13:13
,Costa Rica,50,2020-03-18 03:33:03
,Uruguay,50,2020-03-18 11:33:04
,Cyprus,49,2020-03-18 03:13:19
,Morocco,49,2020-03-18 11:33:04
Alabama,US,46,2020-03-18 19:33:03
Maine,US,42,2020-03-18 19:33:03
,Oman,39,2020-03-18 19:33:02
Indiana,US,39,2020-03-18 19:33:03
,Bosnia and Herzegovina,38,2020-03-18 12:13:09
,Georgia,38,2020-03-18 11:33:04
South Australia,Australia,37,2020-03-18 11:53:04
,Venezuela,36,2020-03-18 11:33:04
Western Australia,Australia,35,2020-03-18 12:13:10
,Cambodia,35,2020-03-18 11:33:04
,Kazakhstan,35,2020-03-18 11:33:04
,North Macedonia,35,2020-03-18 12:33:03
Mississippi,US,34,2020-03-18 19:33:03
Arkansas,US,33,2020-03-18 19:33:03
Rhode Island,US,33,2020-03-18 19:33:03
,Senegal,31,2020-03-18 11:33:04
District of Columbia,US,31,2020-03-18 05:53:25
,Moldova,30,2020-03-18 11:33:04
,Tunisia,29,2020-03-18 12:33:03
Iowa,US,29,2020-03-18 05:53:25
,Liechtenstein,28,2020-03-18 19:14:33
,Guadeloupe,27,2020-03-18 10:13:16
,Lithuania,27,2020-03-18 11:33:04
Arizona,US,27,2020-03-18 19:33:03
Kentucky,US,27,2020-03-18 14:13:56
Nebraska,US,24,2020-03-18 13:53:03
,Burkina Faso,20,2020-03-18 12:33:03
,New Zealand,20,2020-03-18 02:53:03
,Martinique,19,2020-03-18 10:13:16
Delaware,US,19,2020-03-18 19:33:03
Missouri,US,18,2020-03-18 19:33:03
Vermont,US,18,2020-03-18 19:33:03
Manitoba,Canada,15,2020-03-18 03:33:03
Macau,China,15,2020-03-18 10:33:04
Wyoming,US,15,2020-03-18 13:53:03
,Uzbekistan,15,2020-03-18 12:13:09
,Bangladesh,14,2020-03-18 11:33:04
Hawaii,US,14,2020-03-18 05:53:25
,Jamaica,13,2020-03-18 11:53:04
,Bolivia,12,2020-03-18 11:53:04
Nova Scotia,Canada,12,2020-03-18 17:53:03
,Reunion,12,2020-03-18 11:53:04
New Brunswick,Canada,11,2020-03-18 18:33:03
,Paraguay,11,2020-03-18 11:53:04
Montana,US,11,2020-03-18 19:33:03
Tasmania,Australia,10,2020-03-18 11:53:04
Grand Princess,Canada,9,2020-03-18 11:53:04
,Honduras,9,2020-03-18 11:53:04
Idaho,US,9,2020-03-18 05:53:25
Saskatchewan,Canada,8,2020-03-18 11:53:04
,Nigeria,8,2020-03-18 12:33:03
,Rwanda,8,2020-03-18 11:33:04
Gibraltar,United Kingdom,8,2020-03-18 14:13:42
,Cuba,7,2020-03-18 16:59:35
,Trinidad and Tobago,7,2020-03-18 11:53:04
,Cote d'Ivoire,6,2020-03-18 11:33:04
,Ethiopia,6,2020-03-18 11:33:04
,Mongolia,6,2020-03-18 11:53:04
Alaska,US,6,2020-03-18 05:53:25
North Dakota,US,6,2020-03-18 19:33:03
Guam,US,5,2020-03-18 05:53:25
,Aruba,4,2020-03-18 11:53:04
,Congo (Kinshasa),4,2020-03-18 11:33:04
,Equatorial Guinea,4,2020-03-18 14:33:15
Australian Capital Territory,Australia,3,2020-03-18 11:53:04
St Martin,France,3,2020-03-18 10:13:16
,Kyrgyzstan,3,2020-03-18 11:53:04
,Mauritius,3,2020-03-18 19:53:03
,Mayotte,3,2020-03-18 02:53:03
,Tanzania,3,2020-03-18 11:33:04
,Barbados,2,2020-03-18 06:33:07
,Benin,2,2020-03-18 14:13:56
,Liberia,2,2020-03-18 03:13:22
Aruba,Netherlands,2,2020-03-18 00:53:02
,Sudan,2,2020-03-18 12:13:09
United States Virgin Islands,US,2,2020-03-18 00:13:13
,Zambia,2,2020-03-18 14:33:15
,Djibouti,1,2020-03-18 12:33:03
,"Gambia, The",1,2020-03-18 14:13:56
,Montenegro,1,2020-03-18 19:53:03
,Somalia,1,2020-03-18 00:53:03
US,US,1,2020-03-18 19:33:03
Montserrat,United Kingdom,1,2020-03-18 11:53:04
French Guiana,France,0,2020-03-18 14:33:15
Guadeloupe,France,0,2020-03-18 14:33:15
Mayotte,France,0,2020-03-18 14:33:15
Reunion,France,0,2020-03-18 14:33:15
,Guam,0,2020-03-18 19:14:33
