Starting_City,Ending_City,Average_Travel_Time
"Burbank, CA","Monroe, LA",27.37499373
"Burbank, CA","Monterey, CA",9.223281408
"Burbank, CA","Montgomery, AL",39.02093788
"Burbank, CA","Montrose, CO",13.31681653
"Burbank, CA","Mosinee, WI",38.57920414
"Burbank, CA","Muskegon, MI",37.34895825
"Burbank, CA","Myrtle Beach, SC",43.43361018
"Burbank, CA","Nantucket, MA",50.81049563
"Burbank, CA","Nashville, TN",40.73868165
"Burbank, CA","New Bern, NC",46.32476851
"Burbank, CA","New Orleans, LA",38.41367978
"Burbank, CA","New York, NY",55.0422075
"Burbank, CA","Newark, NJ",46.6641519
"Burbank, CA","Newburgh, NY",46.85228085
"Burbank, CA","Newport News, VA",46.96800365
"Burbank, CA","Nome, AK",59.99958846
"Burbank, CA","Norfolk, VA",45.24326975
"Burbank, CA","North Bend, OR",17.93650997
"Burbank, CA","North Canton, OH",42.55422854
"Burbank, CA","Oakland, CA",12.22607506
"Burbank, CA","Oklahoma City, OK",21.79199365
"Burbank, CA","Omaha, NE",24.56020174
"Burbank, CA","Ontario, CA",3.770995059
"Burbank, CA","Orange County, CA",1.715231217
"Burbank, CA","Orlando, FL",46.48943119
"Burbank, CA","Oxnard, CA",3.818605946
"Burbank, CA","Palm Springs, CA",10.88911832
"Burbank, CA","Palmdale, CA",8.449486694
"Burbank, CA","Panama City, FL",42.79065342
"Burbank, CA","Pasco, WA",18.0880085
"Burbank, CA","Pellston, MI",39.43553338
"Burbank, CA","Pensacola, FL",35.39311742
"Burbank, CA","Peoria, IL",36.38488559
"Burbank, CA","Petersburg, AK",34.89945553
"Burbank, CA","Philadelphia, PA",49.48874242
"Burbank, CA","Phoenix, AZ",7.396525134
"Burbank, CA","Pierre, SD",28.67974306
"Burbank, CA","Pittsburgh, PA",42.64114978
"Burbank, CA","Pocatello, ID",20.44433531
"Burbank, CA","Ponce, PR",64.26752262
"Burbank, CA","Portland, ME",57.96934643
"Burbank, CA","Portland, OR",20.15145846
"Burbank, CA","Providence, RI",56.52949008
"Burbank, CA","Pueblo, CO",18.45229014
"Burbank, CA","Rapid City, SD",22.19457879
"Burbank, CA","Rdu Airport, NC",44.60612482
"Burbank, CA","Redding, CA",14.43497437
"Burbank, CA","Redmond, OR",20.43379633
"Burbank, CA","Reno, NV",7.482265914
"Burbank, CA","Rhinelander, WI",32.07009335
"Burbank, CA","Richmond, VA",45.17166038
"Burbank, CA","Roanoke, VA",39.51006038
"Burbank, CA","Rochester, MN",34.62273192
"Burbank, CA","Rochester, NY",43.6520773
"Burbank, CA","Rock Springs, WY",14.87564448
"Burbank, CA","Rockford, IL",32.35693673
"Burbank, CA","Roswell, NM",19.85713656
"Burbank, CA","Sacramento, CA",13.53631614
"Burbank, CA","Saginaw, MI",36.52648581
"Burbank, CA","Saint Louis, MO",33.50487244
"Burbank, CA","Salem, OR",14.71610717
"Burbank, CA","Salt Lake City, UT",14.17128284
"Burbank, CA","San Angelo, TX",23.08700477
"Burbank, CA","San Antonio, TX",28.42893582
"Burbank, CA","San Diego, CA",7.522520721
"Burbank, CA","San Francisco, CA",13.27411688
"Burbank, CA","San Jose, CA",9.768855208
"Burbank, CA","San Juan, PR",62.67756687
"Burbank, CA","San Luis Obispo, CA",12.50805929
"Burbank, CA","Santa Barbara, CA",4.498942809
"Burbank, CA","Santa Maria, CA",4.212288571
"Burbank, CA","Sarasota, FL",38.44538812
"Burbank, CA","Savannah, GA",47.21414494
"Burbank, CA","Seattle, WA",23.82490298
"Burbank, CA","Shreveport, LA",26.5955212
"Burbank, CA","Sioux City, IA",29.45495396
"Burbank, CA","Sioux Falls, SD",32.56446769
"Burbank, CA","Sitka, AK",35.47927116
"Burbank, CA","South Bend, IN",34.90803157
"Burbank, CA","South Burlington, VT",55.33906251
"Burbank, CA","Spokane, WA",18.44455527
"Burbank, CA","Springfield, IL",39.23080654
"Burbank, CA","Springfield, MO",28.15644997
"Burbank, CA","St George, UT",15.5732654
"Burbank, CA","Syracuse, NY",50.12835338
"Burbank, CA","Tallahassee, FL",43.22026779
"Burbank, CA","Tampa, FL",38.36208231
"Burbank, CA","Telluride, CO",12.18868207
"Burbank, CA","Texarkana, AR",32.37892442
"Burbank, CA","Toledo, OH",37.33135435
"Burbank, CA","Traverse City, MI",35.42952375
"Burbank, CA","Tucson, AZ",14.70481461
"Burbank, CA","Tulsa, OK",29.55889158
"Burbank, CA","Tupelo, MS",32.65515474
"Burbank, CA","Twin Falls, ID",19.14115557
"Burbank, CA","Tyler, TX",24.0302513
"Burbank, CA","Valdosta, GA",37.24790536
"Burbank, CA","Valparaiso, FL",37.04941646
"Burbank, CA","Waco, TX",27.28605573
"Burbank, CA","Washington, DC",43.5887788
"Burbank, CA","Waterloo, IA",30.2700659
"Burbank, CA","West Palm Beach, FL",44.99439045
"Burbank, CA","West Yellowstone, MT",19.74455111
"Burbank, CA","White Plains, NY",46.17579191
"Burbank, CA","Wichita Falls, TX",23.86773919
"Burbank, CA","Wichita, KS",28.20783827
"Burbank, CA","Wilmington, NC",41.45600054
"Burbank, CA","Windsor Locks, CT",56.3261352
"Burbank, CA","Wrangell, AK",35.32262942
"Burbank, CA","Yakima, WA",15.5860253
"Burbank, CA","Yakutat, AK",37.07555521
"Burbank, CA","Yuma, AZ",7.057775366
"Butte, MT","Abilene, TX",26.64576168
"Butte, MT","Adak Island, AK",74.42144719
"Butte, MT","Aguadilla, PR",60.0311752
"Butte, MT","Albany, GA",38.76436492
"Butte, MT","Albany, NY",46.82712427
"Butte, MT","Albuquerque, NM",14.40160394
"Butte, MT","Alexandria, LA",26.73702326
"Butte, MT","Allentown, PA",45.434497
"Butte, MT","Amarillo, TX",20.22191108
"Butte, MT","Anchorage, AK",47.4696002
"Butte, MT","Appleton, WI",32.03798364
"Butte, MT","Arcata/Eureka, CA",15.63275031
"Butte, MT","Asheville, NC",35.7487342
"Butte, MT","Aspen, CO",18.77474943
"Butte, MT","Atlanta, GA",37.65285558
"Butte, MT","Augusta, GA",39.02483678
"Butte, MT","Austin, TX",31.63893564
"Butte, MT","Avoca, PA",47.04971133
"Butte, MT","BWI Airport, MD",42.46443049
"Butte, MT","Bakersfield, CA",15.39839494
"Butte, MT","Bangor, ME",52.68439017
"Butte, MT","Barrow, AK",59.00338678
"Butte, MT","Baton Rouge, LA",35.33546707
"Butte, MT","Beaumont / Port Arthur, TX",34.44418306
"Butte, MT","Bellingham, WA",16.43345416
"Butte, MT","Bemidji, MN",21.63240784
"Butte, MT","Bethel, AK",57.51959743
"Butte, MT","Billings, MT",9.957336395
"Butte, MT","Binghamton, NY",41.70951215
"Butte, MT","Birmingham, AL",34.57108847
"Butte, MT","Bismarck, ND",14.7792682
"Butte, MT","Bloomington, IL",31.20915244
"Butte, MT","Blountville, TN",37.60751922
"Butte, MT","Boise, ID",5.426265924
"Butte, MT","Boston, MA",46.64733642
"Butte, MT","Bozeman, MT",6.356168947
"Butte, MT","Brownsville, TX",28.08135219
"Butte, MT","Brunswick, GA",39.33508302
"Butte, MT","Buffalo, NY",41.89956774
"Butte, MT","Burbank, CA",19.13440282
"Butte, MT","Casper, WY",9.758532756
"Butte, MT","Cedar City, UT",11.2756906
"Butte, MT","Cedar Rapids, IA",26.18133455
"Butte, MT","Champaign, IL",31.93136715
"Butte, MT","Charleston, SC",42.98452024
"Butte, MT","Charleston, WV",35.82067443
"Butte, MT","Charlotte Amalie, VI",59.96604256
"Butte, MT","Charlotte, NC",34.33227132
"Butte, MT","Charlottesville, VA",44.93031844
"Butte, MT","Chattanooga, TN",38.3969481
"Butte, MT","Chicago, IL",33.09374553
"Butte, MT","Chico, CA",19.22511287
"Butte, MT","Christiansted, VI",64.43836203
"Butte, MT","Cincinnati, OH",29.81200729
"Butte, MT","Cleveland, OH",31.98307118
"Butte, MT","Cody, WY",11.75824688
"Butte, MT","College Station, TX",31.2803669
"Butte, MT","Colorado Springs, CO",15.57849431
"Butte, MT","Columbia, SC",35.59995771
"Butte, MT","Columbus, GA",36.66054321
"Butte, MT","Columbus, MS",31.97893454
"Butte, MT","Columbus, OH",37.19890648
"Butte, MT","Cordova, AK",46.0418947
"Butte, MT","Corpus Christi, TX",31.57034307
"Butte, MT","Crescent City, CA",13.45926898
"Butte, MT","Dallas, TX",22.41076071
"Butte, MT","Dayton, OH",33.91853379
"Butte, MT","Daytona Beach, FL",36.6347088
"Butte, MT","Deadhorse, AK",51.37339166
"Butte, MT","Denver, CO",16.92381352
"Butte, MT","Des Moines, IA",20.34837284
"Butte, MT","Detroit, MI",34.38792525
"Butte, MT","Dillingham, AK",55.8320506
"Butte, MT","Dothan, AL",40.75261386
"Butte, MT","Dubuque, IA",25.07589519
"Butte, MT","Duluth, MN",23.32318833
"Butte, MT","Durango, CO",15.00001668
"Butte, MT","Eagle, CO",17.42484239
"Butte, MT","Egg Harbor Township, NJ",48.44681145
"Butte, MT","El Paso, TX",24.41491805
"Butte, MT","Elko, NV",14.09652224
"Butte, MT","Elmira / Corning, NY",38.80767865
"Butte, MT","Erie, PA",33.55243432
"Butte, MT","Eugene, OR",20.87654869
"Butte, MT","Evansville, IN",32.19195451
"Butte, MT","Fairbanks, AK",46.07671707
"Butte, MT","Fargo, ND",21.71210431
"Butte, MT","Fayetteville / Springdale, AR",28.60255621
"Butte, MT","Fayetteville, NC",43.35998051
"Butte, MT","Flagstaff, AZ",14.84786153
"Butte, MT","Flint, MI",35.90896799
"Butte, MT","Florence, SC",41.78296347
"Butte, MT","Fort Hood / Killeen, TX",29.87093563
"Butte, MT","Fort Lauderdale, FL",42.96686631
"Butte, MT","Fort Myers, FL",41.36167743
"Butte, MT","Fort Smith, AR",31.01056898
"Butte, MT","Fort Wayne, IN",32.75211689
"Butte, MT","Fresno, CA",21.6784032
"Butte, MT","Gainesville, FL",36.32394935
"Butte, MT","Gillette, WY",9.141013263
"Butte, MT","Grand Forks, ND",25.45061929
"Butte, MT","Grand Junction, CO",10.90242051
"Butte, MT","Grand Rapids, MI",28.14927722
"Butte, MT","Great Falls, MT",5.897880521
"Butte, MT","Green Bay, WI",34.4121526
"Butte, MT","Greensboro, NC",35.01948639
"Butte, MT","Greenville, SC",38.08546632
"Butte, MT","Gulfport, MS",38.11702408
"Butte, MT","Gunnison, CO",16.27524006
"Butte, MT","Gustavus, AK",36.34750105
"Butte, MT","Hailey, ID",11.03960076
"Butte, MT","Hancock, MI",28.03905456
"Butte, MT","Harlingen, TX",28.68690431
"Butte, MT","Harrisburg, PA",42.19551936
"Butte, MT","Hayden, CO",16.60505121
"Butte, MT","Helena, MT",8.830696373
"Butte, MT","Hilo, HI",51.98839406
"Butte, MT","Honolulu, HI",56.67556481
"Butte, MT","Houston, TX",27.71655601
"Butte, MT","Huntington, WV",33.98263382
"Butte, MT","Huntsville, AL",33.10261018
"Butte, MT","Idaho Falls, ID",12.47736715
"Butte, MT","Imperial, CA",14.46237376
"Butte, MT","Indianapolis, IN",34.93524519
"Butte, MT","International Falls, MN",28.2721324
"Butte, MT","Inyokern, CA",18.59756507
"Butte, MT","Islip, NY",41.73366793
"Butte, MT","Ithaca, NY",37.2050917
"Butte, MT","Jackson, MS",8.933816086
"Butte, MT","Jackson, WY",33.24643673
"Butte, MT","Jacksonville, FL",36.47123342
"Butte, MT","Jacksonville, NC",45.61646374
"Butte, MT","Juneau, AK",32.32268273
"Butte, MT","Kahului, HI",54.5758751
"Butte, MT","Kalamazoo, MI",28.20096296
"Butte, MT","Kansas City, MO",20.98875534
"Butte, MT","Keahole, HI",59.82896443
"Butte, MT","Ketchikan, AK",24.39251957
"Butte, MT","Key West, FL",47.4529362
"Butte, MT","King Salmon, AK",52.9480924
"Butte, MT","Klamath Falls, OR",20.00546183
"Butte, MT","Knoxville, TN",40.25522555
"Butte, MT","Kodiak, AK",49.69937707
"Butte, MT","Kotzebue, AK",58.29713709
"Butte, MT","La Crosse, WI",24.34207231
"Butte, MT","Lafayette, LA",30.85922033
"Butte, MT","Lake Charles, LA",25.94067226
"Butte, MT","Lansing, MI",37.09023484
"Butte, MT","Laredo, TX",28.5588639
"Butte, MT","Las Vegas, NV",20.22511125
"Butte, MT","Lawton, OK",20.10898425
"Butte, MT","Lewisburg, WV",42.07254357
"Butte, MT","Lewiston, ID",6.537382459
"Butte, MT","Lexington, KY",31.99413045
"Butte, MT","Lihue, HI",57.622333
"Butte, MT","Lincoln, NE",19.54510002
"Butte, MT","Little Rock, AR",26.17353337
"Butte, MT","Long Beach, CA",18.38947808
"Butte, MT","Longview, TX",24.37132483
"Butte, MT","Los Angeles, CA",16.38766973
"Butte, MT","Louisville, KY",31.86952675
"Butte, MT","Lubbock, TX",18.2794781
"Butte, MT","Lynchburg, VA",44.43141081
"Butte, MT","Macon, GA",35.70443672
"Butte, MT","Madison, WI",25.33039158
"Butte, MT","Manchester, NH",51.17133152
"Butte, MT","Mcallen, TX",26.38283121
"Butte, MT","Medford, OR",12.97646061
"Butte, MT","Melbourne, FL",41.5133304
"Butte, MT","Memphis, TN",26.02530758
"Butte, MT","Meridian, MS",33.37579739
"Butte, MT","Miami, FL",39.99700654
"Butte, MT","Midland, TX",23.38798609
"Butte, MT","Milwaukee, WI",33.78404394
"Butte, MT","Minneapolis, MN",28.3104437
"Butte, MT","Minot, ND",15.45142325
"Butte, MT","Missoula, MT",10.8607711
"Butte, MT","Mobile, AL",32.65759664
"Butte, MT","Modesto, CA",13.89080934
"Butte, MT","Moline, IL",32.44689401
"Butte, MT","Monroe, LA",32.48145098
"Butte, MT","Monterey, CA",16.23231782
"Butte, MT","Montgomery, AL",37.45891637
"Butte, MT","Montrose, CO",12.75415803
"Butte, MT","Mosinee, WI",26.86100833
"Butte, MT","Muskegon, MI",35.40654535
"Butte, MT","Myrtle Beach, SC",44.74301808
"Butte, MT","Nantucket, MA",50.69694587
"Butte, MT","Nashville, TN",29.62734897
"Butte, MT","New Bern, NC",41.08688734
"Butte, MT","New Orleans, LA",29.37441974
"Butte, MT","New York, NY",40.08163663
"Butte, MT","Newark, NJ",48.68835368
"Butte, MT","Newburgh, NY",41.64973596
"Butte, MT","Newport News, VA",41.06973731
"Butte, MT","Nome, AK",59.10566425
"Butte, MT","Norfolk, VA",41.40994628
"Butte, MT","North Bend, OR",14.01950978
"Butte, MT","North Canton, OH",37.50720871
"Butte, MT","Oakland, CA",21.7409761
"Butte, MT","Oklahoma City, OK",22.26094967
"Butte, MT","Omaha, NE",24.24276509
"Butte, MT","Ontario, CA",21.94718121
"Butte, MT","Orange County, CA",22.34912832
"Butte, MT","Orlando, FL",37.76924794
"Butte, MT","Oxnard, CA",16.52226659
"Butte, MT","Palm Springs, CA",17.77106447
"Butte, MT","Palmdale, CA",21.68752678
"Butte, MT","Panama City, FL",38.92493923
"Butte, MT","Pasco, WA",15.628817
"Butte, MT","Pellston, MI",34.70339966
"Butte, MT","Pensacola, FL",37.66940588
"Butte, MT","Peoria, IL",33.40981167
"Butte, MT","Petersburg, AK",29.14665198
"Butte, MT","Philadelphia, PA",47.7496284
"Butte, MT","Phoenix, AZ",21.53019106
"Butte, MT","Pierre, SD",21.24963154
"Butte, MT","Pittsburgh, PA",36.72387114
"Butte, MT","Pocatello, ID",5.045080285
"Butte, MT","Ponce, PR",57.76783945
"Butte, MT","Portland, ME",49.25182865
"Butte, MT","Portland, OR",11.10667218
"Butte, MT","Providence, RI",49.28658551
"Butte, MT","Pueblo, CO",19.08049415
"Butte, MT","Rapid City, SD",19.63127266
"Butte, MT","Rdu Airport, NC",42.18276956
"Butte, MT","Redding, CA",19.20791666
"Butte, MT","Redmond, OR",12.81806321
"Butte, MT","Reno, NV",17.72339452
"Butte, MT","Rhinelander, WI",25.03228352
"Butte, MT","Richmond, VA",45.17835204
"Butte, MT","Roanoke, VA",36.64740364
"Butte, MT","Rochester, MN",22.10385022
"Butte, MT","Rochester, NY",42.94035913
"Butte, MT","Rock Springs, WY",14.54933647
"Butte, MT","Rockford, IL",26.69159314
"Butte, MT","Roswell, NM",15.95245726
"Butte, MT","Sacramento, CA",13.635587
"Butte, MT","Saginaw, MI",36.52082531
"Butte, MT","Saint Louis, MO",33.47126185
"Butte, MT","Salem, OR",16.58611347
"Butte, MT","Salt Lake City, UT",10.19248206
"Butte, MT","San Angelo, TX",26.89712862
"Butte, MT","San Antonio, TX",29.5969595
"Butte, MT","San Diego, CA",21.6896711
"Butte, MT","San Francisco, CA",19.92471266
"Butte, MT","San Jose, CA",15.75902634
"Butte, MT","San Juan, PR",62.02721301
"Butte, MT","San Luis Obispo, CA",21.46142026
"Butte, MT","Santa Barbara, CA",19.66845692
"Butte, MT","Santa Maria, CA",16.62309422
"Butte, MT","Sarasota, FL",39.22865504
"Butte, MT","Savannah, GA",38.21387243
"Butte, MT","Seattle, WA",10.92496722
"Butte, MT","Shreveport, LA",29.04580249
"Butte, MT","Sioux City, IA",21.49999376
"Butte, MT","Sioux Falls, SD",17.9335256
"Butte, MT","Sitka, AK",28.4127705
"Butte, MT","South Bend, IN",35.52106257
"Butte, MT","South Burlington, VT",49.35459319
"Butte, MT","Spokane, WA",13.30448379
"Butte, MT","Springfield, IL",25.62387744
"Butte, MT","Springfield, MO",30.00207894
"Butte, MT","St George, UT",10.93167037
"Butte, MT","Syracuse, NY",40.46609064
"Butte, MT","Tallahassee, FL",38.16085653
"Butte, MT","Tampa, FL",40.94438708
"Butte, MT","Telluride, CO",13.28589379
"Butte, MT","Texarkana, AR",28.33306008
"Butte, MT","Toledo, OH",33.02023787
"Butte, MT","Traverse City, MI",28.94255575
"Butte, MT","Tucson, AZ",21.92597018
"Butte, MT","Tulsa, OK",24.262765
"Butte, MT","Tupelo, MS",28.51380356
"Butte, MT","Twin Falls, ID",9.002866907
"Butte, MT","Tyler, TX",28.84535124
"Butte, MT","Valdosta, GA",38.92491964
"Butte, MT","Valparaiso, FL",36.23105622
"Butte, MT","Waco, TX",26.94792916
"Butte, MT","Washington, DC",39.15411431
"Butte, MT","Waterloo, IA",26.38231423
"Butte, MT","West Palm Beach, FL",38.6998314
"Butte, MT","West Yellowstone, MT",11.87287805
"Butte, MT","White Plains, NY",47.09663088
"Butte, MT","Wichita Falls, TX",26.42121459
"Butte, MT","Wichita, KS",27.20194222
"Butte, MT","Wilmington, NC",44.51475595
"Butte, MT","Windsor Locks, CT",48.01625425
"Butte, MT","Wrangell, AK",24.48959079
"Butte, MT","Yakima, WA",14.03455715
"Butte, MT","Yakutat, AK",32.3542345
"Butte, MT","Yuma, AZ",23.46434067
"Casper, WY","Abilene, TX",20.49764396
"Casper, WY","Adak Island, AK",78.75242108
"Casper, WY","Aguadilla, PR",49.29539467
"Casper, WY","Albany, GA",28.0058871
"Casper, WY","Albany, NY",34.66188307
"Casper, WY","Albuquerque, NM",11.86947082
"Casper, WY","Alexandria, LA",26.10447128
"Casper, WY","Allentown, PA",40.10598745
"Casper, WY","Amarillo, TX",19.04235977
"Casper, WY","Anchorage, AK",48.20864265
"Casper, WY","Appleton, WI",23.9956273
"Casper, WY","Arcata/Eureka, CA",25.74941846
"Casper, WY","Asheville, NC",27.06246169
"Casper, WY","Aspen, CO",11.70732009
"Casper, WY","Atlanta, GA",33.90705063
"Casper, WY","Augusta, GA",28.29124578
"Casper, WY","Austin, TX",20.45918699
"Casper, WY","Avoca, PA",38.76817856
"Casper, WY","BWI Airport, MD",33.02875039
"Casper, WY","Bakersfield, CA",22.64370364
"Casper, WY","Bangor, ME",44.68421209
"Casper, WY","Barrow, AK",66.75381509
"Casper, WY","Baton Rouge, LA",22.68984254
"Casper, WY","Beaumont / Port Arthur, TX",23.96511187
"Casper, WY","Bellingham, WA",21.11634609
"Casper, WY","Bemidji, MN",21.41482778
"Casper, WY","Bethel, AK",60.18604195
"Casper, WY","Billings, MT",4.56730227
"Casper, WY","Binghamton, NY",33.49289296
"Casper, WY","Birmingham, AL",31.81415234
"Casper, WY","Bismarck, ND",14.90193365
"Casper, WY","Bloomington, IL",22.71601684
"Casper, WY","Blountville, TN",32.96537158
"Casper, WY","Boise, ID",17.78034023
"Casper, WY","Boston, MA",42.46346281
"Casper, WY","Bozeman, MT",8.496446949
"Casper, WY","Brownsville, TX",20.25483038
"Casper, WY","Brunswick, GA",36.5792475
"Casper, WY","Buffalo, NY",34.73231865
"Casper, WY","Burbank, CA",23.74085091
"Casper, WY","Butte, MT",10.75853276
"Casper, WY","Cedar City, UT",15.43376109
"Casper, WY","Cedar Rapids, IA",20.78907766
"Casper, WY","Champaign, IL",19.41133621
"Casper, WY","Charleston, SC",33.25632595
"Casper, WY","Charleston, WV",30.28139036
"Casper, WY","Charlotte Amalie, VI",54.22083271
"Casper, WY","Charlotte, NC",33.65599027
"Casper, WY","Charlottesville, VA",36.4147941
"Casper, WY","Chattanooga, TN",24.67161353
"Casper, WY","Chicago, IL",19.74568089
"Casper, WY","Chico, CA",24.69845728
"Casper, WY","Christiansted, VI",50.69716815
"Casper, WY","Cincinnati, OH",28.27983265
"Casper, WY","Cleveland, OH",26.6605776
"Casper, WY","Cody, WY",8.024593526
"Casper, WY","College Station, TX",16.93109737
"Casper, WY","Colorado Springs, CO",6.465802135
"Casper, WY","Columbia, SC",34.88527042
"Casper, WY","Columbus, GA",31.90284865
"Casper, WY","Columbus, MS",23.22132624
"Casper, WY","Columbus, OH",29.75157369
"Casper, WY","Cordova, AK",47.79260019
"Casper, WY","Corpus Christi, TX",22.59258067
"Casper, WY","Crescent City, CA",20.807834
"Casper, WY","Dallas, TX",18.91519863
"Casper, WY","Dayton, OH",25.44727032
"Casper, WY","Daytona Beach, FL",36.87829174
"Casper, WY","Deadhorse, AK",57.08598193
"Casper, WY","Denver, CO",10.54021093
"Casper, WY","Des Moines, IA",20.87724149
"Casper, WY","Detroit, MI",32.12611476
"Casper, WY","Dillingham, AK",63.48346881
"Casper, WY","Dothan, AL",28.99755264
"Casper, WY","Dubuque, IA",20.76340405
"Casper, WY","Duluth, MN",16.80305831
"Casper, WY","Durango, CO",14.89944923
"Casper, WY","Eagle, CO",4.297089892
"Casper, WY","Egg Harbor Township, NJ",40.04247061
"Casper, WY","El Paso, TX",12.10202823
"Casper, WY","Elko, NV",16.55708638
"Casper, WY","Elmira / Corning, NY",31.58249957
"Casper, WY","Erie, PA",36.3012343
"Casper, WY","Eugene, OR",23.79821032
"Casper, WY","Evansville, IN",21.5502123
"Casper, WY","Fairbanks, AK",55.83380859
"Casper, WY","Fargo, ND",11.44990455
"Casper, WY","Fayetteville / Springdale, AR",22.84626543
"Casper, WY","Fayetteville, NC",31.69808587
"Casper, WY","Flagstaff, AZ",10.35316775
"Casper, WY","Flint, MI",29.72108185
"Casper, WY","Florence, SC",31.08746221
"Casper, WY","Fort Hood / Killeen, TX",21.60467382
"Casper, WY","Fort Lauderdale, FL",40.23699886
"Casper, WY","Fort Myers, FL",32.64115571
"Casper, WY","Fort Smith, AR",21.27129412
"Casper, WY","Fort Wayne, IN",22.35669564
"Casper, WY","Fresno, CA",21.60353647
"Casper, WY","Gainesville, FL",36.56827351
"Casper, WY","Gillette, WY",3.712011683
"Casper, WY","Grand Forks, ND",15.5680795
"Casper, WY","Grand Junction, CO",12.31118704
"Casper, WY","Grand Rapids, MI",22.94171811
"Casper, WY","Great Falls, MT",10.70739723
"Casper, WY","Green Bay, WI",24.4025498
"Casper, WY","Greensboro, NC",36.38750001
"Casper, WY","Greenville, SC",28.38272632
"Casper, WY","Gulfport, MS",26.42058488
"Casper, WY","Gunnison, CO",14.3994391
"Casper, WY","Gustavus, AK",40.10429975
"Casper, WY","Hailey, ID",10.85480058
"Casper, WY","Hancock, MI",27.47331794
"Casper, WY","Harlingen, TX",21.86358676
"Casper, WY","Harrisburg, PA",33.82488934
"Casper, WY","Hayden, CO",6.541357497
"Casper, WY","Helena, MT",7.643043017
"Casper, WY","Hilo, HI",54.83393946
"Casper, WY","Honolulu, HI",58.80352533
"Casper, WY","Houston, TX",19.35000799
"Casper, WY","Huntington, WV",30.43517728
"Casper, WY","Huntsville, AL",24.35668501
"Casper, WY","Idaho Falls, ID",14.63838194
"Casper, WY","Imperial, CA",19.56903247
"Casper, WY","Indianapolis, IN",23.4209501
"Casper, WY","International Falls, MN",18.23415646
"Casper, WY","Inyokern, CA",18.47252225
"Casper, WY","Islip, NY",37.43111008
"Casper, WY","Ithaca, NY",32.00893202
"Casper, WY","Jackson, MS",11.33005561
"Casper, WY","Jackson, WY",26.51630063
"Casper, WY","Jacksonville, FL",29.71272718
"Casper, WY","Jacksonville, NC",39.96214977
"Casper, WY","Juneau, AK",42.07602396
"Casper, WY","Kahului, HI",64.59878653
"Casper, WY","Kalamazoo, MI",22.92325183
"Casper, WY","Kansas City, MO",21.29280993
"Casper, WY","Keahole, HI",59.72602013
"Casper, WY","Ketchikan, AK",30.15064248
"Casper, WY","Key West, FL",38.77560167
"Casper, WY","King Salmon, AK",62.60373402
"Casper, WY","Klamath Falls, OR",21.33247053
"Casper, WY","Knoxville, TN",30.5653268
"Casper, WY","Kodiak, AK",52.36298307
"Casper, WY","Kotzebue, AK",63.04014137
"Casper, WY","La Crosse, WI",23.23889808
"Casper, WY","Lafayette, LA",20.25996545
"Casper, WY","Lake Charles, LA",27.40413284
"Casper, WY","Lansing, MI",31.87749423
"Casper, WY","Laredo, TX",19.88527691
"Casper, WY","Las Vegas, NV",13.04990929
"Casper, WY","Lawton, OK",13.59025496
"Casper, WY","Lewisburg, WV",33.51525129
"Casper, WY","Lewiston, ID",19.105676
"Casper, WY","Lexington, KY",27.39530797
"Casper, WY","Lihue, HI",64.86718056
"Casper, WY","Lincoln, NE",11.92089456
"Casper, WY","Little Rock, AR",20.42191378
"Casper, WY","Long Beach, CA",18.80638298
"Casper, WY","Longview, TX",23.77565909
"Casper, WY","Los Angeles, CA",16.93437341
"Casper, WY","Louisville, KY",31.26217158
"Casper, WY","Lubbock, TX",18.34457026
"Casper, WY","Lynchburg, VA",35.86927749
"Casper, WY","Macon, GA",26.95318013
"Casper, WY","Madison, WI",18.12852449
"Casper, WY","Manchester, NH",45.02741977
"Casper, WY","Mcallen, TX",26.64516916
"Casper, WY","Medford, OR",20.41772093
"Casper, WY","Melbourne, FL",34.76254847
"Casper, WY","Memphis, TN",28.26802017
"Casper, WY","Meridian, MS",22.62995563
"Casper, WY","Miami, FL",40.27300042
"Casper, WY","Midland, TX",20.76515386
"Casper, WY","Milwaukee, WI",21.56793066
"Casper, WY","Minneapolis, MN",15.39354749
"Casper, WY","Minot, ND",17.45041761
"Casper, WY","Missoula, MT",15.61515594
"Casper, WY","Mobile, AL",30.93813546
"Casper, WY","Modesto, CA",20.45822185
"Casper, WY","Moline, IL",20.0235676
"Casper, WY","Monroe, LA",25.78313188
"Casper, WY","Monterey, CA",26.62701092
"Casper, WY","Montgomery, AL",28.70128394
"Casper, WY","Montrose, CO",14.62586017
"Casper, WY","Mosinee, WI",19.90137634
"Casper, WY","Muskegon, MI",28.22793558
"Casper, WY","Myrtle Beach, SC",34.04145741
"Casper, WY","Nantucket, MA",41.4419042
"Casper, WY","Nashville, TN",28.91693811
"Casper, WY","New Bern, NC",32.44699926
"Casper, WY","New Orleans, LA",23.72305835
"Casper, WY","New York, NY",35.76417428
"Casper, WY","Newark, NJ",33.37173735
"Casper, WY","Newburgh, NY",37.39008533
"Casper, WY","Newport News, VA",40.52305855
"Casper, WY","Nome, AK",63.81288333
"Casper, WY","Norfolk, VA",32.85497512
"Casper, WY","North Bend, OR",21.78883732
"Casper, WY","North Canton, OH",32.14444787
"Casper, WY","Oakland, CA",18.58810144
"Casper, WY","Oklahoma City, OK",19.62089368
"Casper, WY","Omaha, NE",11.6915838
"Casper, WY","Ontario, CA",17.22641241
"Casper, WY","Orange County, CA",18.61753006
